ORDEN;INTERFAZ;NOMBRE_CAMPO;TIPO_CAMPO;REQUERIDO;REQUERIDO_BOL;COMENTARIO
67;INFOCOMERCIAL_ACTIVO;ICO_FECHA_RECEPCION_LLAVES;DATE;NO;;Fecha recepción llaves por el API
68;INFOCOMERCIAL_ACTIVO;ICO_JUSTIF_IMPORTE_VENTA;VARCHAR2(3000 CHAR);NO;;Texto justificante importe venta
69;INFOCOMERCIAL_ACTIVO;ICO_JUSTIF_IMPORTE_ALQUILER;VARCHAR2(3000 CHAR);NO;;Texto justificante importe renta
70;INFOCOMERCIAL_ACTIVO;ICO_ANO_REHAB_EDIFICIO;NUMBER(8,0);NO;;Año rehabilitación edificio donde está el activo
71;INFOCOMERCIAL_ACTIVO;ICO_DISTRITO;VARCHAR2(20 CHAR);NO;;Distrito donde está ubicado el activo
72;INFOCOMERCIAL_ACTIVO;ICO_DERRAMACP_ORIENTATIVA;NUMBER(16,2);NO;;Derrama orientativa de la comunidad de propietarios
73;INFOCOMERCIAL_ACTIVO;ICO_FECHA_ESTIMACION_VENTA;DATE;NO;;Fecha de estimación para la venta.
74;INFOCOMERCIAL_ACTIVO;ICO_FECHA_ESTIMACION_RENTA;DATE;NO;;Fecha de estimación para el alquiler.
75;INFOCOMERCIAL_ACTIVO;ICO_INFO_DESCRIPCION;VARCHAR2(500 CHAR);NO;;Descripción del informe del activo.
76;INFOCOMERCIAL_ACTIVO;ICO_INFO_DISTRIBUCION_INTERIOR;VARCHAR2(500 CHAR);NO;;Distribución interior del informe del activo.
77;INFOCOMERCIAL_ACTIVO;DD_DIS_ID;VARCHAR2(20 CHAR);NO;;Distrito del Activo.
78;INFOCOMERCIAL_ACTIVO;ICO_POSIBLE_HACER_INF;NUMBER(1,0);NO;;Es posible hacer el informe.
79;INFOCOMERCIAL_ACTIVO;ICO_FECHA_ENVIO_LLAVES_API;DATE;NO;;Fecha recepción de envío llaves a Api.
80;INFOCOMERCIAL_ACTIVO;ICO_RECIBIO_IMPORTE_ADM;NUMBER(16,2);NO;;Importe recibido datos administración.
81;INFOCOMERCIAL_ACTIVO;ICO_IBI_IMPORTE_ADM;NUMBER(16,2);NO;;Importe Ibi datos administración.
82;INFOCOMERCIAL_ACTIVO;ICO_DERRAMA_IMPORTE_ADM;NUMBER(16,2);NO;;Importe derrama datos administración.
83;INFOCOMERCIAL_ACTIVO;ICO_DET_DERRAMA_IMPORTE_ADM;VARCHAR2(500 CHAR);NO;;Detalle derrama datos administración.
84;INFOCOMERCIAL_ACTIVO;DD_TVP_ID;VARCHAR2(20 CHAR);NO;;Tipo de vpo.
85;INFOCOMERCIAL_ACTIVO;ICO_VALOR_MAX_VPO;NUMBER(16,2);NO;;Valor máximo vpo.
86;INFOCOMERCIAL_ACTIVO;ICO_PRESIDENTE_NOMBRE;VARCHAR2(100 CHAR);NO;;Nombre del presidente comunidad propietarios.
87;INFOCOMERCIAL_ACTIVO;ICO_PRESIDENTE_TELF;VARCHAR2(20 CHAR);NO;;Teléfono del presidente comunidad propietarios.
88;INFOCOMERCIAL_ACTIVO;ICO_ADMINISTRADOR_NOMBRE;VARCHAR2(100 CHAR);NO;;Nombre del administrador comunidad propietarios.
89;INFOCOMERCIAL_ACTIVO;ICO_ADMINISTRADOR_TELF;VARCHAR2(20 CHAR);NO;;Teléfono del administrador comunidad propietarios.
90;INFOCOMERCIAL_ACTIVO;ICO_EXIS_COM_PROP;NUMBER(1,0);NO;;Indica si existe la comunidad de propietarios
91;INFOCOMERCIAL_ACTIVO;EDI_DIVISIBLE;NUMBER(1,0);NO;;Indica si es divisible.
92;INFOCOMERCIAL_ACTIVO;EDI_DESC_PLANTAS;VARCHAR2(150 CHAR);NO;;Descripción de las plantas del edificio.
93;INFOCOMERCIAL_ACTIVO;EDI_OTRAS_CARACTERISTICAS;VARCHAR2(3000 CHAR);NO;;Descripción otras características del edificio.
94;INFOCOMERCIAL_ACTIVO;LCO_NUMERO_ESTANCIAS;NUMBER(16,0);NO;;Numero de estancias del local comercial.
95;INFOCOMERCIAL_ACTIVO;LCO_NUMERO_BANYOS;NUMBER(16,0);NO;;Numero de banyos del local comercial.
96;INFOCOMERCIAL_ACTIVO;LCO_NUMERO_ASEOS;NUMBER(16,0);NO;;Numero de aseos del local comercial.
97;INFOCOMERCIAL_ACTIVO;LCO_SALIDA_HUMOS;NUMBER(1,0);NO;;Indicador de si tiene salida de humos.
98;INFOCOMERCIAL_ACTIVO;LCO_SALIDA_EMERGENCIA;NUMBER(1,0);NO;;Indicador de si tiene salida de emergencia.
99;INFOCOMERCIAL_ACTIVO;LCO_ACCESO_MINUSVALIDOS;NUMBER(1,0);NO;;Indicador de si tiene acceso para minusvalidos.
100;INFOCOMERCIAL_ACTIVO;LCO_OTROS_OTRAS_CARACT;VARCHAR2(150 CHAR);NO;;Descripcion otras características.
101;INFOCOMERCIAL_ACTIVO;DD_TPV_ID;VARCHAR2(20 CHAR);NO;;Catalogación del tipo vario.
102;INFOCOMERCIAL_ACTIVO;APR_ALTURA;NUMBER(16,2);NO;;Longitud en metros de la altura del aparcamiento.
103;INFOCOMERCIAL_ACTIVO;DD_SPG_ID;VARCHAR2(20 CHAR);NO;;Tipo de uso.
104;INFOCOMERCIAL_ACTIVO;APR_LICENCIA;NUMBER(1,0);NO;;Indicador de si tiene licencia
105;INFOCOMERCIAL_ACTIVO;APR_SERVIDUMBRE;NUMBER(1,0);NO;;Indicador de si tiene servidumbre.
106;INFOCOMERCIAL_ACTIVO;APR_ASCENSOR_MONTACARGA;NUMBER(1,0);NO;;Indicador de si tiene ascensor o montacarga.
107;INFOCOMERCIAL_ACTIVO;APR_COLUMNAS;NUMBER(1,0);NO;;Indicador de si tiene columnas .
108;INFOCOMERCIAL_ACTIVO;APR_SEGURIDAD;NUMBER(1,0);NO;;Indicador de si tiene seguridad.
