ORDEN;INTERFAZ;NOMBRE_CAMPO;TIPO_CAMPO;REQUERIDO;REQUERIDO_BOL;COMENTARIO
38;ACTIVO_DATOSADICIONALES;SPS_LOTE_COMERCIAL;NUMBER(16,0);NO;;Id del lote comercial asociado
39;ACTIVO_DATOSADICIONALES;DD_SIJ_ID;VARCHAR2(20 CHAR);NO;;Disponibilidad jurídica
40;ACTIVO_DATOSADICIONALES;SPS_EDITA_FECHA_TOMA_POSESION;NUMBER(1,0);NO;;Indica si el campo Fecha Toma Posesión ha sido editado desde web.
41;ACTIVO_DATOSADICIONALES;SPS_DISPONIBILIDAD_JURIDICA;NUMBER(16,0);NO;;Disponibilidad jurídica
42;ACTIVO_DATOSADICIONALES;MUNICIPIO_REGISTRO;VARCHAR2(20 CHAR);NO;;Municipio de registro del activo
43;ACTIVO_DATOSADICIONALES;REG_NUM_REGISTRO;VARCHAR2(50 CHAR);NO;;Número de registro del activo.
44;ACTIVO_DATOSADICIONALES;REG_TOMO;VARCHAR2(50 CHAR);NO;;Número de tomo de registro del activo.
45;ACTIVO_DATOSADICIONALES;REG_LIBRO;VARCHAR2(50 CHAR);NO;;Número de libro de registro del activo.
46;ACTIVO_DATOSADICIONALES;REG_FOLIO;VARCHAR2(50 CHAR);NO;;Número de folio de registro del activo.
47;ACTIVO_DATOSADICIONALES;REG_NUM_FINCA;VARCHAR2(50 CHAR);NO;;Número de finca de registro del activo.
48;ACTIVO_DATOSADICIONALES;REG_NUM_DEPARTAMENTO;NUMBER(16,0);NO;;Número de departamento
49;ACTIVO_DATOSADICIONALES;REG_IDUFIR;VARCHAR2(50 CHAR);NO;;Código idufir del activo.
50;ACTIVO_DATOSADICIONALES;REG_HAN_CAMBIADO;NUMBER(1,0);NO;;Indicador de si han cambiado los datos registrales del activo o no.
51;ACTIVO_DATOSADICIONALES;MUNICIPIO_REG_ANTERIOR;VARCHAR2(20 CHAR);NO;;Municipio de registro anterior del activo
52;ACTIVO_DATOSADICIONALES;REG_NUM_ANTERIOR;VARCHAR2(50 CHAR);NO;;Número de registro anterior del activo.
53;ACTIVO_DATOSADICIONALES;REG_NUM_FINCA_ANTERIOR;VARCHAR2(50 CHAR);NO;;Número de finca anterior del activo
54;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE;NUMBER(16,2);NO;;Superficie del activo.
55;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_CONSTRUIDA;NUMBER(16,2);NO;;Superficie construida del active.
56;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_UTIL;NUMBER(16,2);NO;;Superficie útil del activo.
57;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_ELEM_COMUN;NUMBER(16,2);NO;;Superficie con repercusión de elementos comunes del activo.
58;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_PARCELA;NUMBER(16,2);NO;;Superficie parcela del activo.
59;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_BAJO_RASANTE;NUMBER(16,2);NO;;Superficie bajo rasante del activo.
60;ACTIVO_DATOSADICIONALES;REG_SUPERFICIE_SOBRE_RASANTE;NUMBER(16,2);NO;;Superficie sobre rasante del activo.
61;ACTIVO_DATOSADICIONALES;REG_DIV_HOR_INSCRITO;NUMBER(1,0);NO;;Indicador de si el activo está inscrito en división horizontal o no.
62;ACTIVO_DATOSADICIONALES;ESTADO_DIVISION_HORIZONTAL;VARCHAR2(20 CHAR);NO;;Estado de la división horizontal del activo
63;ACTIVO_DATOSADICIONALES;ESTADO_OBRA_NUEVA;VARCHAR2(20 CHAR);NO;;Estado de obra nueva del activo
64;ACTIVO_DATOSADICIONALES;REG_FECHA_CFO;DATE;NO;;Fecha de obtención certificado final de obra.
65;ACTIVO_DATOSADICIONALES;BIE_DREG_INSCRIPCION;VARCHAR2(50 CHAR);NO;;
66;ACTIVO_DATOSADICIONALES;BIE_DREG_MUNICIPIO_LIBRO;VARCHAR2(50 CHAR);NO;;
67;ACTIVO_DATOSADICIONALES;TIPO_UBICACION;VARCHAR2(20 CHAR);NO;;Tipo de ubicación del activo
68;ACTIVO_DATOSADICIONALES;TIPO_VIA;VARCHAR2(20 CHAR);NO;;Tipo de vía del activo
69;ACTIVO_DATOSADICIONALES;LOC_NOMBRE_VIA;VARCHAR2(100 CHAR);NO;;Nombre descriptivo de la vía en la que se ubica el activo.
70;ACTIVO_DATOSADICIONALES;LOC_NUMERO_DOMICILIO;VARCHAR2(100 CHAR);NO;;Número de domicilio en el que se ubica el activo.
71;ACTIVO_DATOSADICIONALES;LOC_PORTAL;VARCHAR2(10 CHAR);NO;;
72;ACTIVO_DATOSADICIONALES;LOC_BLOQUE;VARCHAR2(10 CHAR);NO;;
73;ACTIVO_DATOSADICIONALES;LOC_ESCALERA;VARCHAR2(10 CHAR);NO;;Escalera en la que se ubica el activo.
74;ACTIVO_DATOSADICIONALES;LOC_PISO;VARCHAR2(10 CHAR);NO;;Piso en la que se ubica el activo.
75;ACTIVO_DATOSADICIONALES;LOC_PUERTA;VARCHAR2(10 CHAR);NO;;Puerta en la que se ubica el activo.
76;ACTIVO_DATOSADICIONALES;LOC_COD_POST;VARCHAR2(20 CHAR);NO;;Código postal en el que se ubica el activo.
77;ACTIVO_DATOSADICIONALES;LOC_BARRIO;VARCHAR2(100 CHAR);NO;;
78;ACTIVO_DATOSADICIONALES;UNIDAD_INFERIOR_MUNICIPIO;VARCHAR2(20 CHAR);NO;;Unidad inferior al municipio del activo
79;ACTIVO_DATOSADICIONALES;MUNICIPIO;VARCHAR2(20 CHAR);NO;;Municipio en el que se ubica el activo
80;ACTIVO_DATOSADICIONALES;PROVINCIA;VARCHAR2(20 CHAR);NO;;Provincia en la que se ubica el activo
81;ACTIVO_DATOSADICIONALES;PAIS;VARCHAR2(20 CHAR);NO;;País en la que se ubica el activo
82;ACTIVO_DATOSADICIONALES;LOC_LONGITUD;NUMBER(21,15);NO;;Coordenada de longitud en decimal de la ubicación del activo.
83;ACTIVO_DATOSADICIONALES;LOC_LATITUD;NUMBER(21,15);NO;;Coordenada de latitud en decimal de la ubicación del activo.
84;ACTIVO_DATOSADICIONALES;LOC_DIST_PLAYA;NUMBER(16,2);NO;;Distancia a la playa (en m)
85;ACTIVO_DATOSADICIONALES;CPR_COD_COM_PROP_EXTERNO;VARCHAR2(10 CHAR);NO;;Código identificador único de la comunidad de propietarios en EXTERNO
86;ACTIVO_DATOSADICIONALES;ACT_LLV_NECESARIAS;NUMBER(1,0);NO;;Indicador de si son necesarias las llaves o no.
87;ACTIVO_DATOSADICIONALES;ACT_LLV_LLAVES_HRE;NUMBER(1,0);NO;;Indicador de si las llaves están en poder de HRE o no.
88;ACTIVO_DATOSADICIONALES;ACT_LLV_NUM_JUEGOS;NUMBER(8,0);NO;;Número total de juegos que se dispone de la llave.
89;ACTIVO_DATOSADICIONALES;ACT_LLV_FECHA_RECEPCION;DATE;NO;;Fecha de recepción de las llaves. Fecha de la migracion
90;ACTIVO_DATOSADICIONALES;ACT_IND_CONDICIONADO_OTROS;VARCHAR2(255 CHAR);NO;;Texto condicionado
