NUM_ACTIVO_HAYA|NUM_OFERTA_REM|FECHA_INGRE_CHEQUE_REM|PRINEX_FECHA_CONTABLE_VENTA
6082244|63965216||20/04/2017
6082258|59030988||18/01/2017
6082259|58310625||18/11/2016
6082260|59171732||20/01/2017
6082262|57382818||16/08/2016
6082268|70507132||16/10/2017
6082269|61649748||24/02/2017
6082270|62326971||21/04/2017
6082271|64533531||11/05/2017
6082272|63277612||17/03/2017
6082273|59393321||21/02/2017
6082274|61527218||24/02/2017
6082275|61527190||21/02/2017
6082306|58001167||16/05/2017
6082307|59775554||19/01/2017
6082309|52151249||29/01/2016
6082318|52151852||29/01/2016
6082331|52151852||29/01/2016
6082342|69797461||16/10/2017
6082346|69406742||13/09/2017
6082352|67964749||09/10/2017
6082391|58732405||20/01/2017
6082392|60255633||25/11/2016
6082412|71293749||27/11/2017
6082413|61737178||21/02/2017
6082414|63430259||24/03/2017
6082415|57033569||21/09/2016
6082417|69280302||24/08/2017
6082419|59117954||15/12/2016
6082420|68943901||26/07/2017
6082421|58849464||15/11/2016
6082422|60255633||25/11/2016
6082423|57036323||21/09/2016
6082424|59141504||13/12/2016
6082427|57401978||26/09/2016
6082428|57401978||26/09/2016
6082429|56438831||26/08/2016
6082430|63734470||07/04/2017
6082431|57032530||20/09/2016
6082433|57382818||16/08/2016
6082437|69055308||17/08/2017
6082438|62476124||21/02/2017
6082439|63765989||05/05/2017
6082440|58786478||13/12/2016
6082442|58136482||17/11/2016
6082443|58786478||13/12/2016
6082444|69612217||14/09/2017
6082445|57382818||16/08/2016
6082447|52176131||26/01/2016
6082452|52143528||29/01/2016
6082459|63465668||21/04/2017
6082460|52147779||12/02/2016
6082461|52143528||29/01/2016
6082462|52146020||15/02/2016
6082465|60255633||25/11/2016
6082467|71860211||16/11/2017
6082468|58786478||13/12/2016
6082469|63734470||07/04/2017
6082470|57401978||26/09/2016
6082471|70854053||10/11/2017
6082472|64389878||17/11/2016
6082473|62283111||25/05/2017
6082474|52144557||11/02/2016
6082478|58243683||14/12/2016
6082480|62037611||21/02/2017
6082481|52143528||29/01/2016
6082483|62765133||17/03/2017
6082485|58790317||28/11/2016
6082487|59117954||15/12/2016
6082489|58849464||15/11/2016
6082491|62210699||14/03/2017
6082493|59141504||13/12/2016
6082495|59117954||15/12/2016
6082498|58793160||18/11/2016
6082499|59091168||23/11/2016
6082500|59141504||13/12/2016
6082501|58732405||20/01/2017
6082502|63734470||07/04/2017
6082503|90000720||21/11/2017
6082504|52147428||15/02/2016
6082505|58732405||20/01/2017
6082506|59091285||23/11/2016
6082508|65711117||01/05/2017
6082512|63744412||31/01/2017
6082517|65622630||03/04/2017
6082518|64523500||01/03/2017
6082527|58849464||15/11/2016
6082530|52144557||11/02/2016
6082531|52144557||11/02/2016
6082532|71860455||16/11/2017
6082533|62765133||17/03/2017
6082534|62168171||21/03/2017
6082538|90000414||27/11/2017
6082543|59195343||19/01/2017
6082571|66772522||21/07/2017
6082578|71376670||11/10/2017
6082579|71376670||11/10/2017
6082584|70298542||25/08/2017
6082585|66625044||12/06/2017
6082589|69959082||28/11/2017
6082618|70273164||20/11/2017
6082619|90000788||16/11/2017
6082622|65938121||25/05/2017
6082638|90003758||14/12/2017
6082654|90000166||16/11/2017
6082678|68385235||15/09/2017
6082686|90003166||18/12/2017
6082694|59213609||24/01/2017
6082698|55863862||19/09/2016
6082701|67077525||08/06/2017
6082702|67077525||08/06/2017
6082703|67077525||08/06/2017
6082707|68572028||24/07/2017
6082708|69665495||17/08/2017
6082709|70230268||17/08/2017
6082710|66156410||16/06/2017
6082711|70155361||13/11/2017
6082714|69001082||17/10/2017
6082715|62400966||14/03/2017
6082719|67763773||10/08/2017
6082720|70739014||09/11/2017
6082721|70256558||13/11/2017
6082724|66962410||18/07/2017
6082726|65472164||11/10/2017
6082727|90000726||15/12/2017
6082729|70628264||28/11/2017
6082730|60623060||08/05/2017
6082731|60834797||21/04/2017
6082732|60834797||21/04/2017
6082733|60834797||21/04/2017
6082734|60834797||21/04/2017
6082735|60834797||21/04/2017
6082736|60834797||21/04/2017
6082741|67712202||18/09/2017
6082742|60834797||21/04/2017
6082743|68793552||09/11/2017
6082744|60834797||21/04/2017
6082745|60834797||21/04/2017
6082746|60834797||21/04/2017
6082747|60834797||21/04/2017
6082748|60834797||21/04/2017
6082749|60834797||21/04/2017
6082750|60834797||21/04/2017
6082751|60834797||21/04/2017
6082752|60834797||21/04/2017
6082753|60834797||21/04/2017
6082755|66977866||17/07/2017
6082759|64012767||06/04/2017
6082761|67357415||26/07/2017
6082764|65641780||21/06/2017
6082767|70786703||11/10/2017
6082768|90000563||14/11/2017
6082778|63031664||22/05/2017
6082780|56468690||25/10/2016
6082783|60834797||21/04/2017
6082784|60834797||21/04/2017
6082788|67470971||25/07/2017
6082789|71747726||10/11/2017
6082790|71357151||27/11/2017
6082792|57485081||24/02/2017
6082798|68861154||10/08/2017
6082803|67249653||24/07/2017
6082807|61840614||20/04/2017
6082814|71484073||27/11/2017
6082815|71675018||23/11/2017
6082816|71328214||21/11/2017
6082818|72005816||21/11/2017
6082820|71181016||19/10/2017
6082821|70117908||13/12/2017
6082822|69363719||18/10/2017
6082823|69362807||11/10/2017
6082827|59600817||23/01/2017
6082839|65892354||13/06/2017
6082846|71732379||10/11/2017
6082862|59066472||15/11/2016
6082869|71358793||10/11/2017
6082870|71358793||10/11/2017
6082881|65200023||12/06/2017
6082895|69998195||10/11/2017
6082896|65934096||09/06/2017
6082897|71211010||14/11/2017
6082898|71664650||19/10/2017
6082899|67704570||18/07/2017
6082901|71509100||10/11/2017
6082905|66570634||10/07/2017
6082908|90000912||16/11/2017
6082910|59489416||18/10/2017
6082911|59489416||18/10/2017
6082912|59489416||18/10/2017
6082914|62879087||23/03/2017
6082915|59593377||25/01/2017
6082917|71225923||19/12/2017
6082934|59029183||14/11/2016
6082940|69578374||20/09/2017
6082945|71323987||08/11/2017
6082957|63556104||23/05/2017
6082960|69578626||08/11/2017
6082973|60107612||27/02/2017
6082975|60107612||27/02/2017
6082976|60107612||27/02/2017
6082977|58027106||13/12/2016
6082979|70134028||20/09/2017
6083053|66790157||25/07/2017
6083054|66790157||25/07/2017
6083070|67721924||24/07/2017
6083078|60063173||18/01/2017
6083137|58924613||09/11/2016
6083138|69003527||26/07/2017
6083146|63791732||21/04/2017
6083154|63123012||21/03/2017
6083189|71880166||09/10/2017
6083220|66273886||26/06/2017
6083222|60997921||25/01/2017
6083226|70262824||22/09/2017
6083227|70262824||22/09/2017
6083228|70262824||22/09/2017
6083278|61176611||27/01/2017
6083279|63422655||09/05/2017
6083287|58133143||20/01/2017
6083288|67984946||22/08/2017
6083291|54708158||18/05/2016
6083292|67858577||21/06/2017
6083323|90000215||14/12/2017
6083326|65772737||07/06/2017
6083330|71790174||27/11/2017
6083353|62805537||14/03/2017
6083354|59315105||25/11/2016
6083355|70272252||11/10/2017
6083357|52145090||12/02/2016
6083358|52144430||12/02/2016
6083360|65015054||26/07/2017
6083362|59298830||18/11/2016
6083363|71468379||17/10/2017
6083372|61342305||23/12/2016
6083380|69335918||14/09/2017
6083390|59415128||16/12/2016
6083395|58910916||17/11/2016
6083410|58488467||18/11/2016
6083413|57983652||10/11/2016
6083416|57631433||15/11/2016
6083417|60040726||18/01/2017
6083419|65717795||24/07/2017
6083420|57631433||15/11/2016
6083422|60040726||18/01/2017
6083426|65717795||24/07/2017
6083441|64637833||09/06/2017
6083444|69513826||15/09/2017
6083457|67277454||20/09/2017
6083458|67277454||20/09/2017
6083471|61000585||22/02/2017
6083474|55973214||10/11/2016
6083475|55973214||10/11/2016
6083482|59415848||19/12/2016
6083484|64557872||26/05/2017
6083485|64557872||26/05/2017
6083493|56393139||25/08/2016
6083494|56393139||25/08/2016
6083506|66035639||16/06/2017
6083510|62690526||20/04/2017
6083515|69018739||25/07/2017
6083517|68352253||17/08/2017
6083519|56261883||09/08/2016
6083523|68282331||11/07/2017
6083524|63617482||17/04/2017
6083525|62328930||24/03/2017
6083526|62974298||17/04/2017
6083527|62329249||24/03/2017
6083528|71276881||06/10/2017
6083529|70606729||06/10/2017
6083530|71277218||06/10/2017
6083532|65937219||26/06/2017
6083534|71243189||09/10/2017
6083535|64403875||12/06/2017
6083536|64261975||12/05/2017
6083542|70429471||28/08/2017
6083544|57656793||15/12/2016
6083546|63233290||23/03/2017
6083553|58736422||22/11/2016
6083554|54854355||23/09/2016
6083573|57490679||23/12/2016
6083576|71379668||20/11/2017
6083582|64303132||12/06/2017
6083586|67429510||12/06/2017
6083587|67429510||12/06/2017
6083588|58453651||22/11/2016
6083589|64531465||13/06/2017
6083596|54187626||19/07/2016
6083615|66731702||08/08/2017
6083632|64960530||12/06/2017
6083638|69440781||21/09/2017
6083643|70143984||14/12/2017
6083659|60091712||25/01/2017
6083671|60712519||26/01/2017
6083672|60712860||26/01/2017
6083673|61919111||15/03/2017
6083674|59581387||27/01/2017
6083675|90000382||10/11/2017
6083676|90000382||10/11/2017
6083677|90004224||27/11/2017
6083678|90000382||10/11/2017
6083683|52172124||21/01/2016
6083688|61918812||15/03/2017
6083689|60711958||26/01/2017
6083710|61362484||21/02/2017
6083733|57928962||16/11/2016
6083738|57942949||16/11/2016
6083770|56650816||19/10/2016
6083773|52174065||22/01/2016
6083790|57384642||10/08/2016
6083791|65700876||26/05/2017
6083793|66403796||21/06/2017
6083801|68856907||24/07/2017
6083840|90004224||27/11/2017
6083842|90000382||10/11/2017
6083843|90000382||10/11/2017
6083851|64222376||16/05/2017
6083864|90000042||08/11/2017
6083867|90004555||15/12/2017
6083870|57346675||27/01/2017
6083871|57013255||24/01/2017
6083872|56155963||24/01/2017
6083873|56439753||27/01/2017
6083874|56460315||24/01/2017
6083875|69523137||23/08/2017
6083876|56175430||14/03/2017
6083877|63723303||15/03/2017
6083878|60837182||26/01/2017
6083879|62824822||18/04/2017
6083880|56178779||26/01/2017
6083881|69832343||25/09/2017
6083882|66503837||21/06/2017
6083883|59511241||20/01/2017
6083884|71297883||21/11/2017
6083885|71297883||21/11/2017
6083897|66521958||21/03/2017
6083910|61753358||07/02/2017
6083943|63639755||06/04/2017
6083944|65120062||09/08/2017
6083945|58502833||13/03/2017
6083947|65852797||11/05/2017
6083966|69850833||09/10/2017
6083979|66521958||21/03/2017
6083981|61471158||17/04/2017
6083983|59849015||24/02/2017
6083986|66521958||21/03/2017
6084008|61350629||16/03/2017
6084013|52155266||24/02/2016
6084065|71468379||17/10/2017
6084066|70303410||17/10/2017
6084069|66458565||24/07/2017
6084071|62787630||14/02/2017
6084072|90002172||20/11/2017
6084079|57384039||23/06/2016
6084080|59298830||18/11/2016
6084082|61464232||24/03/2017
6084084|62787630||14/02/2017
6084085|61464232||24/03/2017
6084086|57384039||23/06/2016
6084087|62787630||14/02/2017
6084088|66458565||24/07/2017
6084119|59298830||18/11/2016
6084122|57384039||23/06/2016
6084163|62284519||24/03/2017
6084167|62780635||16/03/2017
6084168|57903836||21/10/2016
6084169|57903836||21/10/2016
6084170|57903836||21/10/2016
6084187|52150688||09/02/2016
6084188|52141938||09/02/2016
6084191|63385473||15/12/2017
6084203|90000387||13/12/2017
6084204|90000387||13/12/2017
6084256|52227506||28/01/2016
6084262|69599132||11/10/2017
6084277|59343130||15/12/2016
6084314|61285763||07/02/2017
6084319|59410064||21/12/2016
6084355|62808156||17/04/2017
6084392|63178969||06/04/2017
6084399|58674114||13/12/2016
6084416|64278912||18/05/2017
6084420|64060882||21/04/2017
6084424|58263646||10/10/2016
6084425|58263646||10/10/2016
6084426|58263646||10/10/2016
6084450|67689185||14/06/2017
6084499|71252550||08/11/2017
6084657|62193966||21/03/2017
6084664|65594109||06/10/2017
6084715|57575569||27/10/2016
6084736|71186296||22/09/2017
6084737|90003440||27/11/2017
6084738|66326724||20/09/2017
6084743|57376290||17/11/2016
6127642|52237303||18/01/2016
6127643|52240446||22/01/2016
6127644|52237041||18/01/2016
6127645|52225313||15/02/2016
6127647|52226459||15/02/2016
6127648|52226945||11/02/2016
6127649|52226945||11/02/2016
6127652|52239964||20/01/2016
6127656|52237906||18/01/2016
6127658|52226828||29/01/2016
6127659|52226108||11/02/2016
6127661|52238790||20/01/2016
6127664|52240329||22/01/2016
6127665|52225664||29/01/2016
6127666|52226701||15/02/2016
6127669|52238070||20/01/2016
6128880|67940049||16/10/2017
6128881|61474749||16/12/2016
6128882|63074677||18/04/2017
6128884|71192193||16/11/2017
6128886|67939684||16/10/2017
6128888|67939684||16/10/2017
6128890|67939684||16/10/2017
6128892|69629856||16/11/2017
6128893|62226958||15/03/2017
6128894|65276135||08/05/2017
6128897|63074812||18/04/2017
6128903|58964035||26/01/2017
6128905|60483615||14/03/2017
6128907|58964035||26/01/2017
6128917|66271342||21/06/2017
6128924|60483615||14/03/2017
6128926|71192193||16/11/2017
6128928|60483615||14/03/2017
6128936|71192193||16/11/2017
6128937|69311452||16/11/2017
6128940|63073045||23/03/2017
6128946|68638236||16/10/2017
6128948|65276135||08/05/2017
6133586|63942265||13/06/2017
6133588|59788680||08/02/2017
6133590|60603728||12/05/2017
6133591|67858577||21/06/2017
6133602|61481675||24/03/2017
6133607|57735959||09/11/2016
6133609|59600448||17/11/2016
6133610|66387255||09/06/2017
6133616|68003139||23/10/2017
6133617|60890417||24/02/2017
6133628|60061115||23/12/2016
6133638|63585654||20/04/2017
6133641|60299324||21/12/2016
6133646|61925972||16/06/2017
6133657|56467310||23/09/2016
6133672|59079130||23/01/2017
6133673|71323140||10/11/2017
6133675|61568038||27/01/2017
6133676|61925252||16/03/2017
6133677|62895987||25/07/2017
6133680|69714316||16/10/2017
6133707|65951557||12/06/2017
6133718|58672758||07/11/2016
6133719|68971829||06/10/2017
6133729|68849477||25/08/2017
6133750|65764520||25/05/2017
6133769|63708872||13/03/2017
6133770|69132370||11/10/2017
6133781|61436296||22/02/2017
6133783|69253395||17/07/2017
6133797|62251654||21/03/2017
6133807|66112009||20/11/2017
6133809|66052128||16/06/2017
6133817|60838229||14/02/2017
6133823|66115717||22/06/2017
6133839|56263005||13/12/2016
6133845|65086354||09/05/2017
6133849|56262200||29/08/2016
6133865|90000128||27/11/2017
6133872|65513615||25/05/2017
6133873|66362470||21/08/2017
6133876|62816470||21/04/2017
6133885|63081738||20/03/2017
6133891|68906973||18/09/2017
6133900|90003241||15/12/2017
6133905|69696284||19/09/2017
6133925|70688972||19/10/2017
6133927|62881084||23/05/2017
6133929|58363183||25/11/2016
6133936|65927656||24/04/2017
6133938|63829167||24/05/2017
6133952|63414682||12/09/2017
6133955|60121095||26/01/2017
6133960|63234464||23/03/2017
6133961|65034708||08/05/2017
6133966|56939390||06/10/2016
6133978|59403731||14/12/2016
6133990|70730653||11/10/2017
6133996|57399503||22/09/2016
6134015|63196973||21/04/2017
6134018|61584686||14/03/2017
6134019|60791774||13/03/2017
6134022|58874529||22/12/2016
6134033|58972962||19/12/2016
6134034|58720415||23/11/2016
6134059|62428846||13/03/2017
6134066|69575404||25/09/2017
6134073|64983959||08/05/2017
6134075|64589456||25/05/2017
6134076|69008708||14/09/2017
6134083|66153432||16/06/2017
6134084|66507017||25/07/2017
6134107|63166501||06/04/2017
6134108|61097824||13/02/2017
6134114|62981242||15/06/2017
6134122|66900580||11/07/2017
6134125|60259398||23/12/2016
6134128|61422841||14/07/2017
6134134|64205887||20/04/2017
6134135|57146746||24/11/2016
6134141|90004139||13/12/2017
6134143|68513924||08/08/2017
6134149|62932683||17/04/2017
6134156|64647971||26/09/2017
6134159|58672407||14/03/2017
6134160|68781445||08/08/2017
6134174|68124630||27/06/2017
6134176|62392866||07/04/2017
6134177|68288299||17/08/2017
6134180|56497296||19/12/2016
6134193|63725244||08/05/2017
6134199|58720415||23/11/2016
6134203|64207243||27/06/2017
6134208|62300223||13/03/2017
6134209|71736279||09/11/2017
6134213|90003201||13/12/2017
6134215|62378762||20/04/2017
6134229|58257983||14/03/2017
6134260|69901109||14/09/2017
6134268|69323676||08/08/2017
6134274|60571045||19/01/2017
6134278|65613755||26/07/2017
6134279|59403975||14/12/2016
6134281|56272007||21/09/2016
6134284|68011112||14/11/2017
6134286|63691826||11/08/2017
6134289|58989871||13/06/2017
6134293|68578238||22/08/2017
6134301|66916246||22/06/2017
6134303|60571045||19/01/2017
6134312|68366067||26/09/2017
6134330|65359290||25/05/2017
6134341|55746620||22/08/2016
6134342|65133440||24/05/2017
6134348|65253553||13/06/2017
6134369|67566112||16/08/2017
6134372|63081738||20/03/2017
6134382|90002380||13/12/2017
6134384|58730077||15/12/2016
6134387|66460076||09/06/2017
6134394|62770604||17/07/2017
6134398|62251654||21/03/2017
6134409|58912488||18/11/2016
6134410|63111256||23/03/2017
6134422|56545556||13/12/2016
6134423|59073767||22/12/2016
6134441|65946455||20/06/2017
6134448|60724850||20/01/2017
6134453|72034870||17/11/2017
6134459|71516639||13/11/2017
6134463|65254941||16/05/2017
6134466|60187301||27/01/2017
6134471|57349770||22/09/2016
6134484|70969306||14/11/2017
6134485|63368371||13/09/2017
6134494|64802119||12/06/2017
6134497|64379847||12/05/2017
6134498|65352313||22/06/2017
6134501|67203652||26/07/2017
6134505|65777315||20/06/2017
6134510|67650965||27/06/2017
6134543|68649179||20/09/2017
6134545|57254976||06/10/2016
6134553|66983529||26/07/2017
6134556|64648308||26/06/2017
6134561|68978114||08/11/2017
6134562|65921446||21/07/2017
6134566|64207243||27/06/2017
6134569|58290390||25/01/2017
6134574|72034870||17/11/2017
6134586|70178556||16/10/2017
6134592|90000838||12/12/2017
6134618|60925719||13/02/2017
6134623|65712029||09/06/2017
6134644|63987588||20/04/2017
6134646|58391605||22/11/2016
6134654|58490940||20/01/2017
6134656|60571045||19/01/2017
6134658|59897364||20/02/2017
6134660|57560123||19/10/2016
6134661|64598331||24/05/2017
6134667|68701377||11/10/2017
6134680|90004123||20/12/2017
6134682|64709811||12/06/2017
6134707|61625282||21/02/2017
6134712|62929423||20/04/2017
6134718|59073533||19/12/2016
6134725|65280180||08/08/2017
6134741|66553425||12/06/2017
6134759|64352042||18/05/2017
6134772|61207041||23/01/2017
6134782|68781445||08/08/2017
6134784|66346290||26/06/2017
6134789|58733910||16/12/2016
6134805|64281190||12/05/2017
6134824|65777315||20/06/2017
6134840|60256301||23/12/2016
6134844|70636588||23/10/2017
6134849|59544340||22/12/2016
6134853|62449955||23/02/2017
6134867|59067636||21/12/2016
6134902|67952380||25/07/2017
6134905|66470242||08/08/2017
6134906|63708872||13/03/2017
6134908|69301169||17/10/2017
6134909|70804717||11/10/2017
6134916|68757913||21/07/2017
6134927|67297534||25/07/2017
6134931|65681698||22/05/2017
6134941|61465971||21/02/2017
6134948|56425336||10/08/2016
6134955|67220851||17/07/2017
6134959|69414463||20/09/2017
6134961|69264580||18/10/2017
6134974|59616211||21/03/2017
6134976|64770876||24/05/2017
6135002|55863862||19/09/2016
6135003|59475584||20/03/2017
6135004|62757763||14/03/2017
6135012|64972278||10/05/2017
6135016|65012066||24/07/2017
6135021|63981513||18/04/2017
6135022|65708180||14/06/2017
6135023|62877263||20/04/2017
6135033|66388419||12/06/2017
6135037|62428846||13/03/2017
6135041|60371953||21/12/2016
6135048|65551671||27/06/2017
6135054|58019736||18/11/2016
6135056|57952629||18/11/2016
6135059|64211540||19/07/2017
6135071|68642543||25/07/2017
6135077|64230952||19/04/2017
6135083|58913283||15/12/2016
6135084|65475989||07/06/2017
6135088|64048961||11/05/2017
6135089|70241094||13/11/2017
6135097|59774039||19/12/2016
6135102|65987275||18/07/2017
6135118|70794055||09/11/2017
6135122|68287387||17/08/2017
6135152|61016358||06/04/2017
6135155|63731131||18/05/2017
6135168|68466225||17/08/2017
6135176|67315665||24/08/2017
6135185|61207041||23/01/2017
6135200|58549026||18/01/2017
6135201|90000624||13/12/2017
6135205|65782282||16/06/2017
6135209|90003201||13/12/2017
6135211|65473076||09/06/2017
6135213|69791378||17/10/2017
6135224|68976758||20/09/2017
6135241|68287387||17/08/2017
6135261|70140528||25/09/2017
6135263|64222493||06/04/2017
6135275|70636354||21/09/2017
6135293|59596734||25/01/2017
6135309|62419727||14/03/2017
6135313|64301173||15/06/2017
6135317|61925135||17/04/2017
6135323|69363340||21/08/2017
6135324|61451213||23/05/2017
6135326|71513641||25/10/2017
6135331|90003660||15/12/2017
6135336|65631156||18/10/2017
6135340|57399503||22/09/2016
6135343|58017426||22/11/2016
6135356|62251654||21/03/2017
6135357|70429471||28/08/2017
6135362|65987275||18/07/2017
6135367|57922869||26/09/2016
6135368|65864553||10/05/2017
6135373|90008582||21/11/2017
6135381|59404536||14/12/2016
6135389|63028386||09/06/2017
6135392|67203652||26/07/2017
6135401|63081738||20/03/2017
6135405|67857179||10/10/2017
6135412|90000624||13/12/2017
6135438|58913049||19/01/2017
6135443|68466945||08/08/2017
6135446|64533900||19/04/2017
6135454|65017616||12/05/2017
6135455|68918126||13/12/2017
6135457|90004139||13/12/2017
6135459|58912010||17/11/2016
6135463|71133504||19/10/2017
6135469|70607038||26/09/2017
6135494|57399134||27/10/2016
6135497|62412119||19/04/2017
6135500|65391426||25/07/2017
6135503|67757642||25/07/2017
6135507|71357647||08/11/2017
6135521|68288299||17/08/2017
6135523|68725581||10/08/2017
6135527|56263005||13/12/2016
6135534|69116083||11/10/2017
6135543|69377640||14/09/2017
6135569|58625186||16/12/2016
6135570|65082706||12/05/2017
6135578|65352420||21/06/2017
6135581|57794063||15/12/2016
6135586|59428633||23/12/2016
6135588|64916208||22/05/2017
6135607|62399385||07/04/2017
6135608|65354488||12/06/2017
6135616|65721985||08/06/2017
6135626|71028351||18/10/2017
6135627|56937828||22/11/2016
6135632|58874043||22/12/2016
6135645|63409832||15/03/2017
6135651|90002191||24/11/2017
6135657|61959749||23/06/2017
6135661|64576661||11/05/2017
6135664|66387255||09/06/2017
6135665|62287975||07/04/2017
6135666|64355264||10/05/2017
6135667|60002642||16/03/2017
6135686|63196973||21/04/2017
6135688|66552513||15/06/2017
6135692|70656317||13/11/2017
6135694|65489452||25/05/2017
6135700|65864553||10/05/2017
6135702|60896375||20/02/2017
6135719|56645093||10/10/2016
6135728|61925611||25/05/2017
6135737|59131689||14/12/2016
6135747|64333963||20/04/2017
6135755|90001576||12/12/2017
6135761|64888865||25/05/2017
6135763|66473220||13/06/2017
6135771|64533900||19/04/2017
6135781|68287387||17/08/2017
6135784|61896870||21/04/2017
6135794|60667247||18/01/2017
6135830|58898023||16/12/2016
6135832|90001576||12/12/2017
6135833|67369980||26/07/2017
6135842|68513924||08/08/2017
6135844|68815466||25/07/2017
6135870|90002389||13/12/2017
6135890|62455590||23/03/2017
6135891|61807828||21/03/2017
6135901|61996552||16/03/2017
6135912|70452460||19/12/2017
6135914|57794063||15/12/2016
6135916|66909310||25/08/2017
6135922|62225181||15/03/2017
6135968|68906973||18/09/2017
6136004|65483242||07/04/2017
6136008|70976097||23/10/2017
6136010|65344826||12/06/2017
6136012|67731235||21/09/2017
6136021|66948802||25/07/2017
6136031|66783096||18/07/2017
6136044|63749700||18/04/2017
6136046|63980952||24/04/2017
6136047|63782720||15/06/2017
6136053|69575755||23/10/2017
6136055|64262167||20/04/2017
6136058|63965071||07/04/2017
6136059|63742219||19/07/2017
6136063|58018824||22/11/2016
6136113|60052698||13/12/2016
6136136|57097574||25/10/2016
6136140|61880980||24/03/2017
6136166|58675377||26/07/2017
6136168|67284983||26/06/2017
6136184|59717759||17/01/2017
6136185|66783221||18/07/2017
6136190|60960446||25/01/2017
6136194|66316927||26/05/2017
6136202|90003185||18/12/2017
6136209|69801788||09/10/2017
6136210|63461048||13/03/2017
6136211|69834653||28/08/2017
6136216|67369980||26/07/2017
6136219|68830014||08/08/2017
6136221|69994916||18/09/2017
6136225|56430438||10/11/2016
6136234|67975089||21/07/2017
6136251|64375344||09/05/2017
6136268|65206098||08/05/2017
6136275|60987765||21/02/2017
6136281|62172137||15/03/2017
6136293|67387526||25/07/2017
6136294|71963583||10/11/2017
6136310|64954526||26/06/2017
6136315|70508998||08/11/2017
6136342|60603728||12/05/2017
6136369|63818224||26/05/2017
6136370|71661672||28/11/2017
6136386|65206098||08/05/2017
6136402|67179255||27/06/2017
6136409|58826045||25/10/2016
6136410|64207126||26/09/2017
6136415|61879661||21/02/2017
6136417|65350606||12/05/2017
6136434|58209517||23/12/2016
6136447|56265918||20/09/2016
6136463|67712660||17/07/2017
6136464|70985117||18/10/2017
6136466|60560560||23/12/2016
6136483|67819698||26/09/2017
6136497|66316927||26/05/2017
6136515|68755117||18/10/2017
6136519|66316927||26/05/2017
6136521|62942732||25/05/2017
6136523|57100142||29/09/2016
6136524|68952300||14/07/2017
6136527|61655042||06/04/2017
6136529|61469871||14/03/2017
6136537|70873455||24/10/2017
6136539|67900131||24/08/2017
6136541|61225658||13/02/2017
6136554|71933238||23/11/2017
6136556|57693001||30/09/2016
6136583|70999165||09/11/2017
6136613|66316927||26/05/2017
6136616|61207041||23/01/2017
6136620|56995623||16/03/2017
6136623|64998082||26/05/2017
6136629|90002250||23/11/2017
6136635|56331551||22/09/2016
6136645|90001576||12/12/2017
6136647|71361585||23/10/2017
6136654|70574532||06/10/2017
6136657|71947411||13/12/2017
6136674|69813544||16/10/2017
6136679|67014170||18/10/2017
6136692|70557809||09/10/2017
6136694|58938651||15/11/2016
6136696|65623804||14/06/2017
6136706|57772393||13/12/2016
6136711|60009647||26/01/2017
6136718|67819698||26/09/2017
6136722|60324516||27/01/2017
6136731|57213319||17/11/2016
6136740|69952446||13/09/2017
6136743|65608760||14/06/2017
6136749|70131643||24/07/2017
6136756|71635344||14/11/2017
6136757|58821340||15/11/2016
6136766|58859251||25/11/2016
6136785|64569979||22/05/2017
6136791|64006987||23/06/2017
6136792|66316927||26/05/2017
6136798|90003185||18/12/2017
6136799|64074948||08/06/2017
6136803|59890962||28/11/2016
6136805|68288299||17/08/2017
6136809|65851768||26/05/2017
6136815|71635344||14/11/2017
6136817|59571842||16/12/2016
6136827|58924595||13/12/2016
6136837|65280180||08/08/2017
6136877|60576829||25/01/2017
6136884|66391076||20/06/2017
6136893|63749700||18/04/2017
6136904|62738613||16/03/2017
6136912|90001605||27/11/2017
6136940|67591528||24/07/2017
6136945|57914662||27/10/2016
6136951|65721985||08/06/2017
6136954|64233823||15/09/2017
6136955|65772368||25/05/2017
6136970|62953675||07/04/2017
6136975|54931796||26/05/2016
6136982|58821340||15/11/2016
6136986|70759193||19/10/2017
6136991|65957767||10/08/2017
6136993|70132069||18/07/2017
6136998|71266743||25/09/2017
6137004|59876372||26/01/2017
6137006|60571045||19/01/2017
6137014|66316927||26/05/2017
6137024|65017120||26/07/2017
6137025|62191880||18/04/2017
6137029|69072517||13/09/2017
6137033|63703681||19/04/2017
6137034|65471855||25/05/2017
6137042|65772368||25/05/2017
6137046|62573879||20/03/2017
6343678|69496472||11/10/2017
6343684|71153818||24/10/2017
6346106|63576904||26/09/2017
6346108|60724977||16/12/2016
6346109|68815232||13/09/2017
6346114|69394742||15/09/2017
6346119|66645592||16/06/2017
6346120|64326668||18/04/2017
6346139|70574883||18/09/2017
6346140|69394742||15/09/2017
6346146|60481160||24/01/2017
6346151|69956715||16/10/2017
6346156|64476765||21/04/2017
6346158|64326668||18/04/2017
6346159|70450870||13/11/2017
6346163|70303410||17/10/2017
6346167|69305186||08/08/2017
6346172|70342047||22/09/2017
6346176|90001017||20/11/2017
6346180|61409659||13/03/2017
6346181|70741721||17/10/2017
6346194|60476788||23/01/2017
6346198|69662876||13/09/2017
6346218|69418615||26/07/2017
6346222|65767032||25/05/2017
6346230|64788122||22/05/2017
6346232|60162887||26/01/2017
6346233|70574883||18/09/2017
6346238|71210945||13/11/2017
6346241|90001017||20/11/2017
6346246|70340330||11/10/2017
