ACT_ID|ACT_NUM_ACTIVO|ACT_NUM_ACTIVO_REM|BBVA_COD_PROMOCION|BBVA_CLASE
537179|7324732|531818|Q82063-01|00003900
537180|7324733|531819|Q82063-01|00003900
537182|7324735|531821|Q82063-01|00003900
537183|7324736|531822|Q82063-01|00003900
537184|7324737|531823|Q82063-01|00003900
537185|7324738|531824|Q82063-01|00003900
537186|7324739|531825|Q82062-01|00003900
537187|7324740|531826|Q82064-01|00003900
537190|7324743|531829|Q82064-01|00003900
537191|7324744|531830|Q82064-01|00003900
537192|7324745|531831|Q82064-01|00003900
537193|7324746|531832|Q82064-01|00003900
537194|7324747|531833|Q82064-01|00003900
537195|7324748|531834|Q82064-01|00003900
537196|7324749|531835|Q82064-01|00003900
537197|7324750|531836|Q82064-01|00003900
537198|7324751|531837|Q82064-01|00003900
537199|7324752|531838|Q82064-01|00003900
537699|7325252|532338|Q82335-01|00003900
537700|7325253|532339|Q82335-01|00003900
537701|7325254|532340|Q82335-01|00003900
537702|7325255|532341|Q82335-01|00003900
537704|7325257|532343|Q82337-01|00003900
537705|7325258|532344|Q82338-01|00003900
537706|7325259|532345|Q82339-01|00003900
537707|7325260|532346|Q82340-01|00003900
537708|7325261|532347|Q82341-01|
537709|7325262|532348|Q82341-01|
537710|7325263|532349|Q82341-01|
537712|7325265|532351|Q82341-01|
537713|7325266|532352|Q82342-01|00003900
537714|7325267|532353|Q82343-01|
537715|7325268|532354|Q82344-01|
537716|7325269|532355|Q82345-01|
537717|7325270|532356|Q82346-01|
537718|7325271|532357|Q82346-01|
537719|7325272|532358|Q82346-01|
537720|7325273|532359|Q82347-01|00003900
537721|7325274|532360|Q82348-01|
537722|7325275|532361|Q82349-01|00003900
537724|7325277|532363|Q82351-01|
537725|7325278|532364|Q82352-01|00003900
537726|7325279|532365|Q82353-01|
537728|7325281|532367|Q82354-01|00003900
537729|7325282|532368|Q82355-01|00003900
537730|7325283|532369|Q82356-01|00003900
536141|7323703|530780|Q81638-01|00003900
536143|7323705|530782|Q81638-01|00003900
536144|7323706|530783|Q81638-01|00003900
536145|7323707|530784|Q81638-01|00003900
536147|7323709|530786|Q81638-01|00003900
536148|7323710|530787|Q81638-01|00003900
536149|7323711|530788|Q81638-01|00003900
536150|7323712|530789|Q81638-01|00003900
536151|7323713|530790|Q81638-01|00003900
536152|7323714|530791|Q81638-01|00003900
536153|7323715|530792|Q81638-01|00003900
536154|7323716|530793|Q81638-01|00003900
536155|7323717|530794|Q81638-01|00003900
536157|7323719|530796|Q81638-01|00003900
536158|7323720|530797|Q81638-01|00003900
536159|7323721|530798|Q81638-01|00003900
536160|7323722|530799|Q81638-01|00003900
536161|7323723|530800|Q81638-01|00003900
536162|7323724|530801|Q81638-01|00003900
536163|7323725|530802|Q81638-01|00003900
536164|7323726|530803|Q81638-01|00003900
536166|7323728|530805|Q81638-01|00003900
536167|7323729|530806|Q81638-01|00003900
536168|7323730|530807|Q81638-01|00003900
536170|7323732|530809|Q81638-01|00003900
536171|7323733|530810|Q81638-01|00003900
536172|7323734|530811|Q81638-01|00003900
536666|7324227|531305|000619-01|00080000
536667|7324228|531306|145459-01|
536668|7324229|531307|145459-01|
536669|7324230|531308|145459-01|
536670|7324231|531309|145459-01|
536671|7324232|531310|145459-01|
536672|7324233|531311|145459-01|
536673|7324234|531312|145459-01|
536674|7324235|531313|145459-01|
536675|7324236|531314|145459-01|
536677|7324238|531316|145459-01|
536678|7324239|531317|145459-01|
536680|7324241|531319|Q81662-01|
536681|7324242|531320|Q81662-01|
536682|7324243|531321|Q81662-01|
536683|7324244|531322|147167-01|00003900
536684|7324245|531323|147167-01|00003900
536685|7324246|531324|Q81669-01|00003900
536687|7324248|531326|Q81670-01|00003900
536688|7324249|531327|Q81670-01|00003900
536689|7324250|531328|Q81671-01|00003900
536690|7324251|531329|Q81672-01|00080000
536691|7324252|531330|Q81672-01|00080000
536692|7324253|531331|Q81672-01|00080000
536693|7324254|531332|Q81673-01|00003900
536694|7324255|531333|Q81674-01|00003900
536695|7324256|531334|Q81674-01|00003900
536697|7324258|531336|Q81674-01|00003900
536698|7324259|531337|Q81674-01|00003900
537202|7324755|531841|Q82064-01|00003900
537203|7324756|531842|Q82064-01|00003900
537204|7324757|531843|Q82064-01|00003900
537205|7324758|531844|Q82064-01|00003900
537206|7324759|531845|Q82064-01|00003900
537207|7324760|531846|Q82064-01|00003900
537208|7324761|531847|Q82064-01|00003900
537209|7324762|531848|Q82064-01|00003900
537210|7324763|531849|Q82064-01|00003900
537212|7324765|531851|Q82064-01|00003900
537213|7324766|531852|Q82065-01|00003900
537214|7324767|531853|Q82066-01|00003901
537215|7324768|531854|Q82067-01|00003900
537216|7324769|531855|Q82068-01|00003900
537218|7324771|531857|112949-01|
537219|7324772|531858|112949-01|
537220|7324773|531859|112949-01|
537222|7324775|531861|112949-01|
537223|7324776|531862|112949-01|
537224|7324777|531863|112949-01|
537225|7324778|531864|112949-01|
537226|7324779|531865|112949-01|
537227|7324780|531866|112949-01|
537228|7324781|531867|112949-01|
537229|7324782|531868|112949-01|
537230|7324783|531869|112949-01|
537231|7324784|531870|Q82071-01|00004100
537233|7324786|531872|U18970-01|00060000
537234|7324787|531873|U18970-01|00060000
537731|7325284|532370|Q82357-01|00003900
537732|7325285|532371|Q82358-01|00003900
537733|7325286|532372|Q82359-01|00003900
537734|7325287|532373|Q82360-01|00003900
537736|7325289|532375|Q82362-01|00003900
537737|7385766|532376|Q82363-01|00060000
537738|7385767|532377|Q82364-01|00060000
537739|7385768|532378|Q82365-01|
537740|7385769|532379|Q82365-01|
537741|7385770|532380|Q82366-01|00003900
537742|7385771|532381|Q82367-01|00003900
537743|7385772|532382|Q82368-01|
537745|7385774|532384|Q82370-01|
537746|7385775|532385|Q82371-01|00003900
537748|7385777|532387|U12579-01|
537749|7385778|532388|U12579-01|
537750|7385779|532389|Q82372-01|00003900
537751|7385780|532390|Q82374-01|00003900
537752|7385781|532391|Q82373-01|
537753|7385782|532392|Q82375-01|
537754|7385783|532393|Q82377-01|
537755|7385784|532394|Q82378-01|
537756|7385785|532395|Q82378-01|
537757|7385786|532396|Q82379-01|00003900
537758|7385787|532397|Q82379-01|00003900
537760|7385789|532399|Q82381-01|00003900
537761|7385790|532400|Q82382-01|
537762|7385791|532401|Q82383-01|
537763|7385792|532402|Q82384-01|00003900
536173|7323735|530812|Q81638-01|00003900
536174|7323736|530813|Q81638-01|00003900
536175|7323737|530814|Q81638-01|00003900
536177|7323739|530816|Q81638-01|00003900
536178|7323740|530817|Q81638-01|00003900
536179|7323741|530818|Q81638-01|00003900
536180|7323742|530819|Q81638-01|00003900
536181|7323743|530820|Q81638-01|00003900
536182|7323744|530821|Q81638-01|00003900
536183|7323745|530822|Q81638-01|00003900
536184|7323746|530823|Q81638-01|00003900
536186|7323748|530825|Q81638-01|00003900
536187|7323749|530826|Q81638-01|00003900
536188|7323750|530827|Q81638-01|00003900
536190|7323752|530829|Q81638-01|00003900
536191|7323753|530830|Q81638-01|00003900
536192|7323754|530831|Q81638-01|00003900
536193|7323755|530832|Q81638-01|00003900
536195|7323757|530834|Q81638-01|00003900
536196|7323758|530835|Q81638-01|00003900
536197|7323759|530836|Q81638-01|00003900
536198|7323760|530837|Q81638-01|00003900
536199|7323761|530838|Q81638-01|00003900
536200|7323762|530839|Q81638-01|00003900
536201|7323763|530840|Q81638-01|00003900
536202|7323764|530841|Q81638-01|00003900
536204|7323766|530843|Q81638-01|00003900
536205|7323767|530844|Q81638-01|00003900
536699|7324260|531338|Q81674-01|00003900
536700|7324261|531339|Q81674-01|00003900
536701|7324262|531340|Q81674-01|00003900
536702|7324263|531341|Q81674-01|00003900
536703|7324264|531342|Q81674-01|00003900
536704|7324265|531343|Q81674-01|00003900
536705|7324266|531344|Q81674-01|00003900
536706|7324267|531345|Q81674-01|00003900
536708|7324269|531347|Q81674-01|00003900
536710|7324271|531349|Q81674-01|00003900
536711|7324272|531350|Q81674-01|00003900
536712|7324273|531351|Q81675-01|00003900
536713|7324274|531352|Q81676-01|00003900
536714|7324275|531353|Q81677-01|00003901
536715|7324276|531354|Q81680-01|00003900
536716|7324277|531355|Q81679-01|00003900
536718|7324279|531357|Q81685-01|00003901
536719|7324280|531358|Q81684-01|00003900
536720|7324281|531359|Q81686-01|00003900
536721|7324282|531360|Q81686-01|00003900
536722|7324283|531361|Q81687-01|00003900
536723|7324284|531362|Q81687-01|00003900
536724|7324285|531363|Q81687-01|00003900
536725|7324286|531364|Q81688-01|00003900
536726|7324287|531365|Q81689-01|00003900
536728|7324289|531367|Q81693-01|00003900
536729|7324290|531368|Q81703-01|00003900
536730|7324291|531369|Q81703-01|00003900
536731|7327365|531370|Q81711-01|00003900
537236|7324789|531875|Q82083-01|00003900
537237|7324790|531876|Q82082-01|00003900
537238|7324791|531877|Q82084-01|00003900
537239|7324792|531878|Q82085-01|00003900
537240|7324793|531879|Q82086-01|00004100
537241|7324794|531880|Q82091-01|00080000
537242|7324795|531881|Q82091-01|00080000
537243|7324796|531882|Q82092-01|00003900
537244|7324797|531883|Q82093-01|00003900
537245|7324798|531884|Q82094-01|00003900
537246|7324799|531885|Q82095-01|00003900
537248|7324801|531887|Q82098-01|00003900
537249|7324802|531888|Q82097-01|00003900
537250|7324803|531889|Q82100-01|00003901
537251|7324804|531890|Q82099-01|00003900
537252|7324805|531891|Q82102-01|00003900
537253|7324806|531892|Q82103-01|00003900
537254|7324807|531893|Q82103-01|00003900
537255|7324808|531894|Q82104-01|00003900
537256|7324809|531895|Q82104-01|00003900
537258|7324811|531897|Q82105-01|00003900
537259|7324812|531898|Q82105-01|00003900
537261|7324814|531900|Q82105-01|00003900
537262|7324815|531901|Q82105-01|00003900
537263|7324816|531902|Q82105-01|00003900
537264|7324817|531903|Q82105-01|00003900
537265|7324818|531904|Q82105-01|00003900
537266|7324819|531905|Q82105-01|00003900
537764|7385793|532403|Q82385-01|00003901
537765|7385794|532404|Q82386-01|
537766|7385795|532405|Q82387-01|
537767|7385796|532406|Q82387-01|
537768|7385797|532407|Q82387-01|
537769|7385798|532408|Q82388-01|
537770|7385799|532409|Q82389-01|
537771|7385800|532410|Q82389-01|
537772|7385801|532411|Q82389-01|
537774|7385803|532413|Q82391-01|00003900
537775|7385804|532414|Q82391-01|00003900
537776|7385805|532415|Q82392-01|00004100
537778|7385807|532417|Q82393-01|00003900
537779|7385808|532418|Q82394-01|
537780|7385809|532419|Q82394-01|
537781|7385810|532420|Q82394-01|
537782|7385811|532421|Q82395-01|00003900
537783|7385812|532422|Q82396-01|
537784|7385813|532423|Q82397-01|
537785|7385814|532424|Q82398-01|
537786|7385815|532425|Q82399-01|
537787|7385816|532426|Q82401-01|
537788|7386380|532427|Q82402-01|
537789|7386381|532428|Q82403-01|00004100
537791|7386383|532430|Q82405-01|
537792|7386384|532431|Q82406-01|
537793|7386385|532432|Q82407-01|
537794|7386386|532433|Q82408-01|
537795|7386387|532434|Q82409-01|
537796|7386388|532435|Q82410-01|
536206|7323768|530845|Q81638-01|00003900
536207|7323769|530846|Q81638-01|00003900
536208|7323770|530847|Q81638-01|00003900
536210|7323772|530849|Q81638-01|00003900
536211|7323773|530850|Q81638-01|00003900
536212|7323774|530851|Q81638-01|00003900
536213|7323775|530852|Q81638-01|00003900
536214|7323776|530853|Q81638-01|00003900
536215|7323777|530854|Q81638-01|00003900
536216|7323778|530855|Q81638-01|00003900
536217|7323779|530856|Q81638-01|00003900
536219|7323781|530858|Q81638-01|00003900
536220|7323782|530859|Q81638-01|00003900
536221|7323783|530860|Q81638-01|00003900
536223|7323785|530862|Q81638-01|00003900
536224|7323786|530863|Q81638-01|00003900
536225|7323787|530864|Q81638-01|00003900
536226|7323788|530865|Q81638-01|00003900
536228|7323790|530867|Q81638-01|00003900
536229|7323791|530868|Q81638-01|00003900
536230|7323792|530869|Q81638-01|00003900
536231|7323793|530870|Q81638-01|00003900
536232|7323794|530871|Q81638-01|00003900
536233|7323795|530872|Q81638-01|00003900
536234|7323796|530873|Q81638-01|00003900
536235|7323797|530874|Q81638-01|00003900
536237|7323799|530876|Q81638-01|00003900
536238|7323800|530877|Q81638-01|00003900
536732|7324292|531371|Q81710-01|
536733|7324293|531372|Q81712-01|
536734|7324294|531373|Q81714-01|
536736|7324296|531375|Q81715-01|00003900
536737|7324297|531376|Q81716-01|00003900
536738|7324298|531377|Q81718-01|
536739|7324300|531378|Q81720-01|00003900
536740|7324301|531379|Q81721-01|00003900
536741|7324302|531380|Q81724-01|00003900
536742|7324303|531381|Q81725-01|00003901
536743|7324304|531382|Q81726-01|00003900
536745|7324306|531384|Q81729-01|00003900
536747|7324308|531386|Q81732-01|00003900
536748|7324309|531387|Q81733-01|00003900
536749|7324310|531388|Q81734-01|00003900
536750|7324311|531389|Q81734-01|00003900
536751|7324312|531390|Q81735-01|00003900
536752|7327366|531391|Q81737-01|00003901
536754|7324314|531393|Q81738-01|00003900
536755|7324315|531394|Q81739-01|00003900
536756|7324316|531395|Q81744-01|00003900
536757|7324317|531396|Q81747-01|00003901
536758|7324318|531397|Q81748-01|00003900
536759|7324319|531398|Q81748-01|00003900
536760|7324320|531399|Q81748-01|00003900
536761|7324321|531400|Q81748-01|00003900
536763|7324323|531402|Q81749-01|00003900
536764|7324324|531403|Q81750-01|
536765|7324325|531404|Q81751-01|
537267|7324820|531906|Q82105-01|00003900
537268|7324821|531907|Q82105-01|00003900
537269|7324822|531908|Q82105-01|00003900
537270|7324823|531909|Q82105-01|00003900
537271|7324824|531910|Q82105-01|00003900
537272|7324825|531911|Q82105-01|00003900
537273|7324826|531912|Q82105-01|00003900
537274|7324827|531913|Q82105-01|00003900
537275|7324828|531914|Q82105-01|00003900
537276|7324829|531915|Q82105-01|00003900
537277|7324830|531916|Q82105-01|00003900
537279|7324832|531918|Q82105-01|00003900
537280|7324833|531919|Q82105-01|00003900
537281|7324834|531920|Q82105-01|00003900
537282|7324835|531921|Q82105-01|00003900
537283|7324836|531922|Q82106-01|00003901
537284|7324837|531923|Q82107-01|00060000
537285|7324838|531924|Q82108-01|00060000
537286|7324839|531925|Q82109-01|00003900
537289|7324842|531928|Q82114-01|00080000
537290|7324843|531929|Q82112-01|00003900
537291|7324844|531930|Q82115-01|
537292|7324845|531931|Q82117-01|00070000
537293|7324846|531932|Q82118-01|
537294|7324847|531933|Q82116-01|
537295|7324848|531934|Q82119-01|
537296|7324849|531935|Q82121-01|
537297|7324850|531936|Q82120-01|
537797|7386389|532436|Q82411-01|
537798|7386390|532437|Q82412-01|
537799|7386391|532438|Q82413-01|
537801|7386393|532440|Q82415-01|
537802|7386394|532441|Q82415-01|
537803|7386395|532442|Q82416-01|
537804|7386396|532443|Q82417-01|
537805|7386397|532444|Q82417-01|
537807|7386399|532446|Q82417-01|
537808|7386400|532447|Q82417-01|
537809|7386401|532448|Q82417-01|
537810|7386402|532449|Q82417-01|
537811|7386403|532450|Q82417-01|
537812|7386404|532451|Q82417-01|
537813|7386405|532452|Q82418-01|
537814|7386406|532453|Q82418-01|
537815|7386407|532454|Q82418-01|
537816|7386408|532455|Q82418-01|
537817|7386409|532456|Q82418-01|
537818|7386410|532457|Q82418-01|
537820|7386412|532459|Q82418-01|
537821|7386413|532460|Q82418-01|
537822|7386414|532461|Q82418-01|
537823|7386415|532462|Q82419-01|
537825|7386417|532464|Q82420-01|
537826|7386418|532465|Q82420-01|
537827|7386419|532466|Q82420-01|
537828|7386420|532467|Q82421-01|
537829|7386421|532468|Q82422-01|
536239|7323801|530878|Q81638-01|00003900
536240|7323802|530879|Q81638-01|00003900
536241|7323803|530880|Q81638-01|00003900
536243|7323805|530882|Q81638-01|00003900
536244|7323806|530883|Q81638-01|00003900
536245|7323807|530884|Q81638-01|00003900
536246|7323808|530885|Q81638-01|00003900
536247|7323809|530886|Q81638-01|00003900
536248|7323810|530887|Q81638-01|00003900
536249|7323811|530888|Q81638-01|00003900
536250|7323812|530889|Q81638-01|00003900
536252|7323814|530891|Q81638-01|00003900
536253|7323815|530892|Q81638-01|00003900
536254|7323816|530893|Q81638-01|00003900
536256|7323818|530895|Q81638-01|00003900
536257|7323819|530896|Q81638-01|00003900
536258|7323820|530897|Q81638-01|00003900
536259|7323821|530898|Q81638-01|00003900
536261|7323823|530900|Q81638-01|00003900
536262|7323824|530901|Q81638-01|00003900
536263|7323825|530902|Q81638-01|00003900
536264|7323826|530903|Q81638-01|00003900
536265|7323827|530904|Q81638-01|00003900
536266|7323828|530905|Q81638-01|00003900
536267|7323829|530906|Q81638-01|00003900
536268|7323830|530907|Q81638-01|00003900
536270|7323832|530909|Q81638-01|00003900
536271|7323833|530910|Q81638-01|00003900
536766|7324326|531405|Q81752-01|00003901
536767|7327367|531406|Q81753-01|00003900
536768|7324327|531407|Q81754-01|00003900
536769|7324328|531408|Q81755-01|00003900
536771|7324329|531410|Q81759-01|00003900
536772|7324330|531411|Q81764-01|00004100
536773|7324331|531412|Q81764-01|00004100
536774|7324332|531413|Q81764-01|00004100
536775|7324333|531414|Q81764-01|00004100
536776|7324334|531415|T00733-01|
536777|7324335|531416|Q81765-01|00003901
536778|7324336|531417|Q81765-01|00003901
536780|7324338|531419|Q81768-01|00003900
536781|7324339|531420|Q81769-01|
536782|7324340|531421|Q81770-01|00003900
536783|7327369|531422|Q81771-01|00003900
536784|7324341|531423|Q81772-01|
536786|7324343|531425|Q81774-01|
536787|7324344|531426|Q81775-01|
536789|7324346|531428|Q81778-01|00003900
536790|7324347|531429|Q81779-01|00003900
536791|7324348|531430|Q81780-01|00003900
536792|7324349|531431|Q81781-01|00003900
536793|7324350|531432|Q81786-01|00003900
536794|7324351|531433|Q81787-01|00004100
536795|7324352|531434|Q81787-01|00004100
536796|7324353|531435|Q81787-01|00004100
536797|7324354|531436|Q81788-01|00080000
537300|7324853|531939|Q82123-01|
537301|7324854|531940|Q82126-01|
537302|7324855|531941|Q82128-01|
537303|7324856|531942|Q82129-01|
537304|7324857|531943|Q82129-01|
537305|7324858|531944|Q82129-01|
537306|7324859|531945|Q82129-01|
537308|7324861|531947|Q82129-01|
537309|7324862|531948|Q82129-01|
537310|7324863|531949|Q82129-01|
537311|7324864|531950|Q82129-01|
537312|7324865|531951|Q82129-01|
537313|7324866|531952|Q82129-01|
537314|7324867|531953|Q82129-01|
537316|7324869|531955|Q82129-01|
537317|7324870|531956|Q82129-01|
537318|7324871|531957|Q82129-01|
537319|7324872|531958|Q82129-01|
537320|7324873|531959|Q82129-01|
537322|7324875|531961|Q82129-01|
537324|7324877|531963|Q82129-01|
537325|7324878|531964|Q82129-01|
537326|7324879|531965|Q82129-01|
537327|7324880|531966|Q82129-01|
537328|7324881|531967|Q82129-01|
537329|7324882|531968|Q82129-01|
537330|7324883|531969|Q82129-01|
537331|7324884|531970|Q82129-01|
537830|7386422|532469|Q82422-01|
537831|7386423|532470|Q82422-01|
537832|7386424|532471|Q82423-01|
537833|7386425|532472|Q82424-01|
537834|7386426|532473|Q82425-01|
537835|7386427|532474|Q82426-01|
537837|7386429|532476|Q82427-01|
537838|7386430|532477|Q82427-01|
537839|7386431|532478|Q82427-01|
537840|7386432|532479|Q82428-01|
537841|7386433|532480|Q82429-01|
537842|7386434|532481|Q82429-01|
537843|7386435|532482|Q82430-01|
537844|7386436|532483|Q82430-01|
537845|7386437|532484|Q82431-01|
537846|7386438|532485|Q82432-01|
537849|7386441|532488|Q82435-01|
537850|7386442|532489|Q82436-01|
537851|7386443|532490|Q82438-01|
537852|7386444|532491|Q82439-01|
537853|7386445|532492|Q82440-01|
537854|7386446|532493|Q82441-01|
537855|7386447|532494|Q82441-01|
537856|7386448|532495|Q82441-01|
537857|7386449|532496|Q82441-01|
537858|7386450|532497|Q82441-01|
537859|7386451|532498|Q82442-01|
537860|7386677|532499|Q82443-01|
537862|7386679|532501|Q82446-01|
536273|7323835|530912|Q81638-01|00003900
536274|7323836|530913|Q81638-01|00003900
536275|7323837|530914|Q81638-01|00003900
536277|7323839|530916|Q81638-01|00003900
536278|7323840|530917|Q81638-01|00003900
536279|7323841|530918|Q81638-01|00003900
536280|7323842|530919|Q81638-01|00003900
536281|7323843|530920|Q81638-01|00003900
536282|7323844|530921|Q81638-01|00003900
536283|7323845|530922|Q81638-01|00003900
536284|7323846|530923|Q81638-01|00003900
536285|7323847|530924|Q81638-01|00003900
536287|7323849|530926|Q81638-01|00003900
536288|7323850|530927|Q81638-01|00003900
536289|7323851|530928|Q81638-01|00003900
536290|7323852|530929|Q81638-01|00003900
536291|7323853|530930|Q81638-01|00003900
536292|7323854|530931|Q81638-01|00003900
536293|7323855|530932|Q81638-01|00003900
536294|7323856|530933|Q81638-01|00003900
536296|7323858|530935|Q81638-01|00003900
536298|7323860|530937|Q81638-01|00003900
536299|7323861|530938|Q81638-01|00003900
536300|7323862|530939|Q81638-01|00003900
536301|7323863|530940|Q81638-01|00003900
536302|7323864|530941|Q81638-01|00003900
536303|7323865|530942|Q81638-01|00003900
536799|7324356|531438|Q81788-01|00080000
536801|7324358|531440|Q81788-01|00080000
536802|7324359|531441|Q81788-01|00080000
536803|7324360|531442|Q81788-01|00080000
536804|7324361|531443|Q81788-01|00080000
536805|7324362|531444|Q81788-01|00080000
536807|7324364|531446|Q81790-01|00080000
536808|7324365|531447|Q81790-01|00080000
536810|7324367|531449|Q81790-01|00080000
536811|7324368|531450|Q81790-01|00080000
536812|7324369|531451|Q81790-01|00080000
536813|7327370|531452|Q81796-01|00003901
536814|7324370|531453|Q81797-01|00003901
536815|7324371|531454|Q81799-01|00003901
536816|7324372|531455|Q81798-01|00003901
536817|7324373|531456|Q81803-01|00003901
536819|7324375|531458|Q81808-01|00003901
536820|7324376|531459|Q81807-01|00003901
536821|7324377|531460|Q81806-01|
536822|7324378|531461|Q81810-01|00003901
536823|7324379|531462|Q81811-01|00003901
536824|7327371|531463|Q81812-01|00003900
536825|7327372|531464|Q81812-01|00003900
536827|7327374|531466|Q81812-01|00003900
536828|7324380|531467|Q81813-01|00003900
536829|7324381|531468|Q81814-01|00004100
536830|7324382|531469|Q81817-01|00003900
536831|7324383|531470|Q81815-01|00003900
537332|7324885|531971|Q82129-01|
537333|7324886|531972|Q82129-01|
537334|7324887|531973|Q82129-01|
537335|7324888|531974|Q82129-01|
537336|7324889|531975|Q82129-01|
537337|7324890|531976|Q82129-01|
537338|7324891|531977|Q82129-01|
537339|7324892|531978|Q82129-01|
537341|7324894|531980|Q82129-01|
537342|7324895|531981|Q82129-01|
537343|7324896|531982|Q82129-01|
537345|7324898|531984|Q82130-01|
537346|7324899|531985|Q82131-01|
537347|7324900|531986|Q82132-01|
537348|7324901|531987|Q82133-01|
537350|7324903|531989|Q82135-01|
537351|7324904|531990|Q82137-01|
537352|7324905|531991|Q82139-01|00003900
537353|7324906|531992|Q82140-01|
537354|7324907|531993|Q82141-01|00003900
537355|7324908|531994|Q82142-01|00080000
537356|7324909|531995|Q82143-01|
537357|7324910|531996|Q82144-01|00003900
537358|7324911|531997|Q82145-01|00080000
537359|7324912|531998|Q82146-01|
537361|7324914|532000|Q82148-01|00003900
537362|7324915|532001|Q82150-01|
537363|7324916|532002|Q82151-01|
537364|7324917|532003|Q82152-01|
537863|7386680|532502|Q82447-01|
537865|7386682|532504|Q82447-01|
537866|7386683|532505|Q82447-01|
537867|7386684|532506|Q82447-01|
537868|7386685|532507|Q82447-01|
537869|7386686|532508|Q82447-01|
537870|7386687|532509|Q82447-01|
537871|7386688|532510|Q82447-01|
537873|7386690|532512|Q82447-01|
537874|7386691|532513|Q82447-01|
537875|7386692|532514|Q82447-01|
537876|7386693|532515|Q82447-01|
537877|7386694|532516|Q82447-01|
537880|7386697|532519|Q82447-01|
537881|7386698|532520|Q82447-01|
537882|7386699|532521|Q82447-01|
537883|7386700|532522|Q82447-01|
537884|7386701|532523|Q82447-01|
537885|7386702|532524|Q82447-01|
537886|7386703|532525|Q82447-01|
537888|7386705|532527|Q82447-01|
537889|7386706|532528|Q82447-01|
537890|7386707|532529|Q82447-01|
537891|7386708|532530|Q82447-01|
537892|7386709|532531|Q82447-01|
537893|7386710|532532|Q82447-01|
537894|7386711|532533|Q82447-01|
537896|7386713|532535|Q82447-01|
537897|7386714|532536|Q82447-01|
536304|7323866|530943|Q81638-01|00003900
536305|7323867|530944|Q81638-01|00003900
536307|7323869|530946|Q81638-01|00003900
536308|7323870|530947|Q81638-01|00003900
536309|7323871|530948|Q81638-01|00003900
536310|7323872|530949|Q81638-01|00003900
536311|7323873|530950|Q81638-01|00003900
536312|7323874|530951|Q81638-01|00003900
536313|7323875|530952|Q81638-01|00003900
536314|7323876|530953|Q81638-01|00003900
536315|7323877|530954|Q81638-01|00003900
536317|7323879|530956|Q81638-01|00003900
536318|7323880|530957|Q81638-01|00003900
536319|7323881|530958|Q81638-01|00003900
536320|7323882|530959|Q81638-01|00003900
536321|7323883|530960|Q81638-01|00003900
536322|7323884|530961|Q81638-01|00003900
536324|7323886|530963|Q81638-01|00003900
536326|7323888|530965|Q81638-01|00003900
536327|7323889|530966|Q81638-01|00003900
536328|7323890|530967|Q81638-01|00003900
536329|7323891|530968|Q81638-01|00003900
536330|7323892|530969|Q81638-01|00003900
536331|7323893|530970|Q81638-01|00003900
536332|7323894|530971|Q81638-01|00003900
536333|7323895|530972|Q81638-01|00003900
536334|7323896|530973|Q81638-01|00003900
536833|7324385|531472|Q81818-01|
536834|7324386|531473|Q81820-01|00003900
536836|7324388|531475|Q81822-01|00003900
536837|7324389|531476|Q81823-01|00003901
536838|7324390|531477|Q81825-01|00003901
536839|7324391|531478|Q81825-01|00003901
536840|7324392|531479|Q81826-01|00003901
536841|7324393|531480|Q81827-01|00004100
536842|7324394|531481|Q81829-01|00003900
536845|7324397|531484|Q81834-01|
536846|7324398|531485|Q81842-01|00004100
536847|7324399|531486|Q81843-01|00004100
536848|7324400|531487|Q81843-01|00004100
536849|7324401|531488|Q81844-01|00004100
536850|7324402|531489|Q81845-01|00004100
536851|7324403|531490|Q81848-01|
536852|7324404|531491|Q81851-01|
536853|7324405|531492|T00267-01|00003900
536855|7324407|531494|Q81854-01|00100000
536856|7324408|531495|Q81854-01|00100000
536857|7324409|531496|Q81854-01|00100000
536858|7324410|531497|Q81854-01|00080000
536859|7324411|531498|Q81854-01|00100000
536860|7324412|531499|Q81854-01|00100000
536861|7324413|531500|Q81854-01|00100000
536863|7324415|531502|Q81854-01|00080000
536864|7324416|531503|Q81854-01|00100000
536865|7324417|531504|Q81854-01|00100000
536866|7324418|531505|Q81854-01|00100000
537365|7324918|532004|Q82152-01|
537366|7324919|532005|147899-01|00003900
537367|7324920|532006|147899-01|00003900
537368|7324921|532007|147899-01|00003900
537369|7324922|532008|147899-01|00003900
537370|7324923|532009|147899-01|00003900
537371|7324924|532010|147899-01|00003900
537372|7324925|532011|147899-01|00003900
537373|7324926|532012|147899-01|00003900
537375|7324928|532014|Q82153-01|00080000
537376|7324929|532015|Q82155-01|
537377|7324930|532016|Q82154-01|00080000
537379|7324932|532018|Q82156-01|
537380|7324933|532019|Q82158-01|00003901
537381|7324934|532020|Q82161-01|
537382|7324935|532021|Q82162-01|
537383|7324936|532022|Q82163-01|
537384|7324937|532023|112733-01|00003900
537386|7324939|532025|Q82164-01|00003900
537387|7324940|532026|Q82165-01|00003900
537388|7324941|532027|Q82166-01|00003900
537389|7324942|532028|Q82168-01|00003900
537390|7324943|532029|Q82169-01|00003900
537391|7324944|532030|Q82167-01|00003900
537392|7324945|532031|Q82170-01|00003900
537393|7324946|532032|Q82172-01|00003900
537394|7324947|532033|Q82171-01|00003900
537396|7324949|532035|Q82174-01|00003900
537397|7324950|532036|Q82175-01|00003900
537898|7386715|532537|Q82447-01|
