Ayuntamiento de Arenales de San Gregorio|P1300020C|Avda. Campo de Criptana 2|13619|13903|926584013|926584013|www.jccm.es/arenales|ayuntamiento@arenalesdesangregorio.es|13|8|13|Campo de Criptana|AV
Mc. Serv. Estados del Duque|P1300022I|Plaza del Ayuntamiento 1|13420|13052|926802545|926800799|||13|8|17|del Ayuntamiento|PL
Ayuntamiento de Puebla del Príncipe|P1306900J|Plaza Castilla La Mancha 5|13342|13069|926359009|926359205|||13|8|13|Castilla La Mancha|PL
Ayuntamiento de Valdemanco del Esteras|P1308600D|Plaza de España 1|13411|13086|926747111|926741736||ayto.valdemanco@hotmail.com|13|8|13|de España|PL
Ayuntamiento de Fernán-Núñez|P1402700G|Plaza de Armas 5|14520|14027|957380062|957380443|www.fernannunez.es|ayuntamiento@fernannunez.es/alcaldia@fernannunez.es|14|1|13|de Armas|PL
Ayuntamiento de Fuente-Tójar|P1403100I|C/ c/ Castil de Campos, 4|14815|14031|957556028|||intervencion@fuente-tojar.es|14|1|13|c/ Castil de Campos,|CL
Ayuntamiento de Villaharta|P1406800A|C/ Virgen de la Piedad 1|14210|14068|957367135|||ayuntamiento@villaharta.es|14|1|13|Virgen de la Piedad|CL
Ayuntamiento de Villaviciosa de Córdoba|P1407300A|Plaza ANDALUCIA 1|14300|14073|957360021|957360113||bermudez@villaviciosadecordoba.es|14|1|13|ANDALUCIA|PL
Mc. Área de Santiago de Compostela|P1500001A|Plaza de Obradoiro s/n|15705|15078|981542342|981563864|||15|12|17|de Obradoiro|PL
Ayuntamiento de Ares|P1500400E|Plaza de Constitución s/n|15624|15004|981468102|981448299||carmen.gonzalez@ares.dicoruna.es|15|12|13|de Constitución|PL
Ayuntamiento de Carnota|P1502000A|Plaza San Gregorio 19|15293|15020|981857032|981857251|www.concellocarnota.com|correo@carnota.dicoruna.es|15|12|13|San Gregorio|PL
Ayuntamiento de Cee|P1502300E|Rúa Domingo Antonio de Andrade s/n|15270|15023|981745100|981746757|www.concellodecee.com|correo@cee.gal|15|12|13|Domingo Antonio de Andrade|CL
Ayuntamiento de Cerdido|P1502500J|Trv. Felgosas 1|15530|15025|981411000|981411027|cerdido.es|correo@cerdido.dicoruna.es|15|12|13|Felgosas|TV
Ayuntamiento de Zas|P1509400F|Plaza do Campo 1|15850|15093|981708303|981751142||correo@zas.dicoruna.es|15|12|13|do Campo|PL
Ayuntamiento de Albalate de las Nogueras|P1600500A|Plaza Mayor s/n|16841|16005|969313579||||16|8|13|Mayor|PL
Ayuntamiento de Bascuñana de San Pedro|P1603000I|C/ Real s/n|16191|16030|969273156||||16|8|13|Real|CL
Ayuntamiento de Buciegas|P1603900J|C/ Horno s/n|16851|16038|969276094|||secmherraez@tiservinet.es|16|8|13|Horno|CL
Ayuntamiento de Buendía|P1604200D|Plaza de Ruiz Jarabo s/n|16512|16041|969373001|969373182|||16|8|13|de Ruiz Jarabo|PL
Ayuntamiento de Casas de los Pinos|P1606600C|C/ CALLE PARQUE, 2 2|16612|16065|969383203|969383203||casas-pinos@local.jccm.es|16|8|13|CALLE PARQUE, 2|CL
Ayuntamiento de Puebla del Salvador|P1618200H|C/ PLAZA Nº 1|16269|16174|962316071||||16|8|13|PLAZA Nº 1|CL
Ayuntamiento de Saceda-Trasierra|P1619300E|C/ C/ Prado 42|16463|16185|969133201|||saceda-trasierra@local.jccm.es|16|8|13|C/ Prado|CL
Ayuntamiento de Villalba del Rey|P1625600J|C/ PLAZA DE LA VILLA 1|16535|16246|969370001|||secvilllalbadelrey@hotmail.com|16|8|13|PLAZA DE LA VILLA 1|CL
Ayuntamiento de Villas de la Ventosa|P1627600H|Plaza DEL AYUNTAMIENTO 1|16843|16272|969375704|||villasdelaventosa.secretaria@dipucuenca.es|16|8|13|DEL AYUNTAMIENTO|PL
Ayuntamiento de Zafra de Záncara|P1628700E|Plaza La Plaza s/n|16771|16277|969298409|||seczafradezancara@telefonica.net|16|8|13|La Plaza|PL
'''''''Mc. Interm. D''''''''Aigües Baix Empordà'''''''|P1700017E|Carrer Riera (Monells) 21|17116|17901|972630171|||mancomunitat@aiguesbaixemporda.cat|17|9|17|Riera (Monells)|CL
Mc. Alt Empordà|P1700019A|'''''''Plaça de l''''''''Ajuntament 12'''''''|17480|17066|||||17|9|17|'de l''Ajuntament'|PL
Ayuntamiento de Alp|P1700600H|'''''''Avda. Tossa d''''''''Alp 6'''''''|17538|17006|972890017|972890812||ajuntament@alp2500.cat|17|9|13|'Tossa d''Alp'|AV
Ayuntamiento de Avinyonet de Puigventós|P1701200F|C/ Pintor Joan Sibecas 1|17742|17012|972547069|972546818||ajuntament@avinyonetdepuigventos.cat|17|9|13|Pintor Joan Sibecas|CL
Ayuntamiento de Espolla|P1707000D|C/ C/Amadeu Sudrià 3|17753|17064|972563179|972545084|www.espolla.cat|ajuntament@espolla.cat|17|9|13|C/Amadeu Sudrià|CL
Ayuntamiento de Fontanilles|P1707500C|Plaça de Sant Martí, 1|17257|17070||||ajfontanilles@terra.es|17|9|13|Plaça de Sant Martí, 1|PL
Ayuntamiento de Palol de Revardit|P1713100D|Bº Veïnat de Palol 3|17843|17123||||ajuntament@palol.cat|17|9|13|Veïnat de Palol|CL
Ayuntamiento de Sant Feliu de Buixalleu|P1716900D|Ctra. Gaserans 181|17451|17159|972864018|972864616|www.sfbuixalleu.cat|ajuntament@sfbuixalleu.cat|17|9|13|Gaserans|CR
Ayuntamiento de Sant Martí de Llémena|P1718100I|Plaça Sant Martí 1|17153|17172|972443034|972443155|www.smartillemena.cat|ajuntament@smartillemena.cat|17|9|13|Sant Martí|PL
Ayuntamiento de Cellera de Ter (La)|P1720100E|Av. Ntra. Sra. de Montserrat, 18|17165|17189||||cellera@ddgi.es|17|9|13|Av. Ntra. Sra. de Montserrat, 18|AV
Ayuntamiento de Terrades|P1720900H|Carrer Major, 7|17731|17196||||terrades@ddgi.es|17|9|13|Carrer Major, 7|CL
Ayuntamiento de Vall de Bianya (La)|P1722100C|Ctra. Camprodon 2|17813|17208||||info@valldebianya.cat|17|9|13|Camprodon|CR
Ayuntamiento de Biure|P1724900D|Carrer Nou, 3|17723|17234||||biure@infocrack.net|17|9|13|Carrer Nou, 3|CL
Ayuntamiento de Torrenueva Costa|P1800009A|Ctra. Almeria s/n|18720|13085|958655500||||18|1|13|Almeria|CR
Ayuntamiento de Benalúa de las Villas|P1802900I|Plaza de España 1|18566|18028|958386001|958386098||benaluadelasvillas@dipgra.es|18|1|13|de España|PL
Ayuntamiento de Ferreira|P1807600J|Plaza CONSTITUCIÓN Nº 8 s/n|18513|18074|958677415|958677301||ferreira@dipgra.es|18|1|13|CONSTITUCIÓN Nº 8|PL
Ayuntamiento de Huétor de Santillán|P1810100F|Plaza DE LA CONSTITUCIÓN 1|18183|18099|958546013|958546057||huetorsantillan@dipgra.es|18|1|13|DE LA CONSTITUCIÓN|PL
Ayuntamiento de Víznar|P1819300C|Plaza Constitución 5|18179|18189|958543304||www.ayuntamientodeviznar.es|viznar@dipgra.es|18|1|13|Constitución|PL
Mc. Campiña Baja|P1900003C|Pº MAYOR 1|19170|19071|949322891||||19|8|17|MAYOR|PL
Mc. La Torrecilla|P1900031D|Plaza de la Constitución 1|19239|19037|949855192||||19|8|17|de la Constitución|PL
Mc. Cimasol|P1900033J|Plaza Mayor 1|19420|19086|949811356|949811356|http://www.cimasol.org/|cimasol@telefonica.net|19|8|17|Mayor|PL
Ayuntamiento de Argecilla|P1904500D|Plaza de la Constitución s/n|19196|19039|949285220|||ayuntamientodeargecilla@gmail.com|19|8|13|de la Constitución|PL
Ayuntamiento de Canredondo|P1907700G|C/ PZ./ PP. ESCRIBANOS|19430|19064|949810565||||19|8|13|PZ./ PP. ESCRIBANOS|CL
Ayuntamiento de Establés|P1913600A|C/ C/ LA FRAGUA 1|19287|19115|630199009||||19|8|13|C/ LA FRAGUA 1|CL
Ayuntamiento de Hijes|P1916200G|Plazuela, s/n|19276|19136||||eacondemios@eresmas.com|19|8|13|Plazuela, s/n|PL
Ayuntamiento de Hita|P1916400C|C/ posito 5|19248|19138|949852749|949852765|www.hita.es||19|8|13|posito|CL
Ayuntamiento de Mondéjar|P1922300G|Plaza MAYOR 1|19110|19192|949385001|949387737|www.mondejar.eu|miguelcoronado@mondejar.org|19|8|13|MAYOR|PL
Ayuntamiento de Peñalver|P1925800C|C/ PZA. ESPAÑA,1 1|19134|19215|949284333|||aytopenalver@hotmail.com|19|8|13|PZA. ESPAÑA,1|CL
Ayuntamiento de Pozo de Almoguera|P1926900J|Plaza mayor 1|19112|19224|949380636|949380636||ayuntamientopozodealmoguera@gmail.com|19|8|13|mayor|PL
Ayuntamiento de Torrecuadrada de Molina|P1933500I|C/ la plaza s/n|19355|19277|949831034||||19|8|13|la plaza s/n|CL
Ayuntamiento de Valdeavellano|P1936000G|Plaza reina acristina 1|19142|19299|949294030|949294030||ayuntamientodevaldeavellano@hotmail.com|19|8|13|reina acristina|PL
Ayuntamiento de Valtablado del Río|P1937600C|C/ REINA Mª CRISTINA, 1. 1|19492|19310|609340556|||ayuntamientodeocentejo@gmail.com|19|8|13|REINA Mª CRISTINA, 1.|CL
Ayuntamiento de Villel de Mesa|P1939400F|C/ pza. dr. gomez sn|19332|19324|949834558|||aytovillel@hotmail.com|19|8|13|pza. dr. gomez|CL
Ayuntamiento de Azkoitia|P2001800H|Plaza Herriko Plaza s/nº|20720|20017|943080080|943852140|//azkoitia.eus/|azkoitia@azkoitia.eus|20|16|13|Herriko Plaza|PL
Ayuntamiento de Belauntza|P2002300H|C/ Hiriburu 14|20491|20021|943674366|943675039|www.belauntza.eus|udala@belauntza.eus|20|16|13|Hiriburu|CL
Ayuntamiento de Gabiria|P2003900D|Plaza Plaza s/n|20217|20038|943880734|943889319|www.gabiria.eus|udala@gabiria.eus|20|16|13|Plaza|PL
Ayuntamiento de Segura|P2007500H|C/ Lardizabal 5|20214|20070|943801006|943800204|www.segura.eus|udala@segura.eus|20|16|13|Lardizabal|CL
Ayuntamiento de Zaldibia|P2008400J|C/ Santa Fe 18|20247|20078|943880357|943885043|www.zaldibia.eus|bulegoa@zaldibia.eus|20|16|13|Santa Fe|CL
Ayuntamiento de Cerro de Andévalo (El)|P2102300G|Plaza DE ESPAÑA 1|21320|21023|959567051|959567059|WWW.elcerrodeandevalo.net|ayto@elcerrodeandevalo.es|21|1|13|DE ESPAÑA|PL
Ayuntamiento de Cumbres de En medio|P2102700H|#N/D|21387||#N/D|#N/D|#N/D|#N/D|21|1|13|Calle Real|CL
Ayuntamiento de Valdelarco|P2107000H|Calle Atocha, 1|21291|21071||||ayto_valdelarco@diphuelva.es|21|1|13|Calle Atocha, 1|CL
Ayuntamiento de Villarrasa|P2107600E|Plaza PLAZA DE ESPAÑA 9|21850|21077|959419238|959419366||secretaria@villarrasa.es|21|1|13|PLAZA DE ESPAÑA|PL
Ayuntamiento de Ayerbe|P2204900A|C/ Aragón 40|22800|22039|974380025||www.ayerbe.es|secretario@ayerbe.es|22|2|13|Aragón|CL
Ayuntamiento de Bisaurri|P2208500E|C/ C/ Albasini s/nº.|22470|22062|974553100|974553100||bisaurri@bisaurri.es|22|2|13|C/ Albasini|CL
Ayuntamiento de Colungo|P2212300D|C/ Plaza Mayor 2|22148|22090|974318141|974318141|www.colungo.es|aytocolungo@somontano.org|22|2|13|Plaza Mayor|CL
Ayuntamiento de Estopiñán del Castillo|P2214700C|C/ C/ Mayor, 5|22519|22105|974433175|||estopiñan@eresmas.on|22|2|13|C/ Mayor, 5|CL
Ayuntamiento de Laperdiguera|P2219300G|C/ Mayor 21|22126|22139|974301287|974301287|laperdiguera.es|laperdiguera@somontano.org|22|2|13|Mayor|CL
Ayuntamiento de Loarre|P2220500I|C/ C/ La fuente, 2|22809|22149|974382609|||aytoloarre@yahoo.es|22|2|13|C/ La fuente, 2|CL
Ayuntamiento de Ontiñena|P2223100E|C/ Plaza Mayor 1|22232|22165|974468175|974468119||secretaria@ontinena.es|22|2|13|Plaza Mayor|CL
Ayuntamiento de Palo|P2223600D|C/ Plaza Mayor s/n|22337|22168|974507002|||ayuntamiento@lafueva.com|22|2|13|Plaza Mayor|CL
Ayuntamiento de Salas Altas|P2227700H|C/ Plaza|22314|22201|974302058|||aytsalasa@aragob.es|22|2|13|Plaza|CL
Ayuntamiento de Santa Cruz de la Serós|P2228700G|C/ PLZ. MAYOR S/N|22792|22209|635601340||www.santacruzdelaseros.org|Aytosantacruzdelaseros@hotmail.com|22|2|13|PLZ. MAYOR S/N|CL
Ayuntamiento de Santaliestra y San Quílez|P2229100I|Calle Escuela, 7|22461|22212|||||22|2|13|Calle Escuela, 7|CL
Ayuntamiento de Torla-Ordesa|P2232100D|C/ Plaza Ayuntamiento|22376||974486152|||ayuntamiento@torla.es|22|2|13|Plaza Ayuntamiento|CL
Ayuntamiento de Valle de Bardají|P2233700J|C. Única|22451|22243||||aytocampo@spicom.es|22|2|13|C. Única|CL
Ayuntamiento de Noalejo|P2306400I|C/ Plaza de España, 1|23140|23064|306164953|||noalejo@andaluciajunta.es|23|1|13|Plaza de España,|CL
