+0000000100000002               28079                  28                  02                                                            SAREB-SOC PROM SOC GEST ACTIV REEST BANC                                                                                                                                                                                                                          02           A86602158                                                                                                                                                                                                                                          Paseo Castellana                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +1
+0000000000000014               28079                  28                  02                                                              LAFORMATA SERVICIOS Y GESTIONES S.L.U.                                                                                                                                                                                                                          02           B86845179                                                                                                                                                                                                                       VIA DE LOS POBLADOS Nº 3 EDIFICIO 9                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000076               46250                  46                  02                                                                                             GIESMED                                                                                                                                                                                                                          02           B97135503                                                                                                                                                                                                                                             DE LA ALAMEDA                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003157                                      12                  02                                                                                  CAIXA RURAL XILXES                                                                                                                                                                                                                          02           F12013124                                                                                                                                                                                                                                                    ESPAÑA           964590089                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003165               12128                  12                  02                                                                               CAIXA RURAL VILAFAMES                                                                                                                                                                                                                          02           F12013215                                                                                                                                                                                                                                                   BARCELO           964329027                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003082               46250                  46                  02                                                                                           RURALCAJA                                                                                                                                                                                                                          02           F46028064                                                                                                                                                                                                                                       PASEO DE LA ALAMEDA           963870800                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000003                4013                   4                  02                                                                                  SUNARIA CAPITAL SL                                                                                                                                                                                                                          02           B04381406                                                                                                                                                                                                                              NUESTRA SEÑORA DE MONTSERRAT                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003118               17197                  46                  02                                                                                 CAIXA RURAL TORRENT                                                                                                                                                                                                                          02           F46047809                                                                                                                                                                                                                                                  AL VEDAT           961595064                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003188               46250                  46                  02                                                                                     CREDIT VALENCIA                                                                                                                                                                                                                          02           F97086805                                                                                                                                                                                                                                       SANTA MARIA MICAELA           963828000                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000071               46250                  46                  02                                                                                  ALQUILERES ALAMEDA                                                                                                                                                                                                                          02           B98177991                                                                                                                                                                                                                                             DE LA ALAMEDA           963870800                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000072               46250                  46                  02                                                                                   INMUEBLES ALAMEDA                                                                                                                                                                                                                          02           B98177983                                                                                                                                                                                                                                             DE LA ALAMEDA           963870800                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000073               28079                  28                  02                                                                                            G.I.V.P.                                                                                                                                                                                                                          02           B85595882                                                                                                                                                                                                                                    VIRGEN DE LOS PELIGROS                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000074               28079                  28                  02                                                                                         G.I.V.P. II                                                                                                                                                                                                                          02           B85665388                                                                                                                                                                                                                                    VIRGEN DE LOS PELIGROS                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000075               46250                  46                  02                                                                                     GIESMED PARKING                                                                                                                                                                                                                          02           B98403066                                                                                                                                                                                                                                             DE LA ALAMEDA           963870773                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000005                                      46                  02                                                                              FONDOS DE TITULIZACION                                                                                                                                                                                                                          02           F99999999                                                                                                                                                                                                                                             DE LA ALAMEDA                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000004                4102                   4                  02                                                                            HOTEL ENVIA GOLF, S.L.U.                                                                                                                                                                                                                          02           B04376208                                                                                                                                                                                                                                               DE LA ENVIA                                                                      +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003102                                      12                  02                                                                      CAIXA RURAL SANT VICENT FERRER                                                                                                                                                                                                                          02           F12014221                                                                                                                                                                                                                                                del Centro           964663012                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000003110                                      12                  02                                                                   CAJA RURAL CATOLICO AGRARIA, SCCV                                                                                                                                                                                                                          02           F12013223                                                                                                                                                                                                                                                     Mayor           964500200                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
+0000000000000013                4013                   4                  02                                                                 CIMENTA2 GESTION E INVERSIONES S.A.                                                                                                                                                                                                                          02           A04764767                                                                                                                                                                                                                                                DE ALMERIA           950275350                                                  +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                +00000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +0
